SINABANG~ALAPAN~1~SNB01~ALAPAN~LAFAKHA
SINABANG~ALAPAN~2~SNB01~ALAPAN~LAMEREM
SINABANG~ALAPAN~3~SNB01~ALAPAN~LANGI
SINABANG~ALAPAN~4~SNB01~ALAPAN~LEWAK
SINABANG~ALAPAN~5~SNB01~ALAPAN~LHOK DALAM
SINABANG~ALAPAN~6~SNB01~ALAPAN~LHOK PAOH
SINABANG~ALAPAN~7~SNB01~ALAPAN~LUBUK BAIK
SINABANG~ALAPAN~8~SNB01~ALAPAN~SERAFON
SINABANG~ALAPAN~9~SNB01~ALAPAN~LAFAKHA
SINABANG~ALAPAN~10~SNB01~ALAPAN~LAMEREM
SINABANG~ALAPAN~11~SNB01~ALAPAN~LANGI
SINABANG~ALAPAN~12~SNB01~ALAPAN~LEWAK
SINABANG~ALAPAN~13~SNB01~ALAPAN~LHOK DALAM
SINABANG~ALAPAN~14~SNB01~ALAPAN~LHOK PAOH
SINABANG~ALAPAN~15~SNB01~ALAPAN~LUBUK BAIK
SINABANG~ALAPAN~16~SNB01~ALAPAN~SERAFON
SINABANG~SALANG~1~SNB01~SALANG~ALONG JAYA
SINABANG~SALANG~2~SNB01~SALANG~BUNGA
SINABANG~SALANG~3~SNB01~SALANG~GANANG PUSAKO
SINABANG~SALANG~4~SNB01~SALANG~JAYA BARU
SINABANG~SALANG~5~SNB01~SALANG~KARYA BAKTI
SINABANG~SALANG~6~SNB01~SALANG~KENANGAN JAYA
SINABANG~SALANG~7~SNB01~SALANG~LALLA BAHAGIA
SINABANG~SALANG~8~SNB01~SALANG~MEUNAFAH
SINABANG~SALANG~9~SNB01~SALANG~MUTIARA
SINABANG~SALANG~10~SNB01~SALANG~NASREUHE
SINABANG~SALANG~11~SNB01~SALANG~PADANG UNOI
SINABANG~SALANG~12~SNB01~SALANG~PANTON LAWE
SINABANG~SALANG~13~SNB01~SALANG~SUAK MANANG
SINABANG~SALANG~14~SNB01~SALANG~TAMENG
SINABANG~SALANG~15~SNB01~SALANG~TAMON
SINABANG~SALANG~16~SNB01~SALANG~UJUNG SALANG
SINABANG~SALANG~17~SNB01~SALANG~ALONG JAYA
SINABANG~SALANG~18~SNB01~SALANG~BUNGA
SINABANG~SALANG~19~SNB01~SALANG~GANANG PUSAKO
SINABANG~SALANG~20~SNB01~SALANG~JAYA BARU
SINABANG~SALANG~21~SNB01~SALANG~KARYA BAKTI
SINABANG~SALANG~22~SNB01~SALANG~KENANGAN JAYA
SINABANG~SALANG~23~SNB01~SALANG~LALLA BAHAGIA
SINABANG~SALANG~24~SNB01~SALANG~MEUNAFAH
SINABANG~SALANG~25~SNB01~SALANG~MUTIARA
SINABANG~SALANG~26~SNB01~SALANG~NASREUHE
SINABANG~SALANG~27~SNB01~SALANG~PADANG UNOI
SINABANG~SALANG~28~SNB01~SALANG~PANTON LAWE
SINABANG~SALANG~29~SNB01~SALANG~SUAK MANANG
SINABANG~SALANG~30~SNB01~SALANG~TAMENG
SINABANG~SALANG~31~SNB01~SALANG~TAMON
SINABANG~SALANG~32~SNB01~SALANG~UJUNG SALANG
SINABANG~SIMEULUE CUT~7~SNB01~SIMEULUE CUT~BORENGAN
SINABANG~SIMEULUE CUT~8~SNB01~SIMEULUE CUT~UJUNG PADANG
SINABANG~SIMEULUE CUT~9~SNB01~SIMEULUE CUT~BUBUHAN
SINABANG~SIMEULUE CUT~10~SNB01~SIMEULUE CUT~KUTA INANG
SINABANG~SIMEULUE CUT~11~SNB01~SIMEULUE CUT~KUTA PADANG
SINABANG~SIMEULUE CUT~12~SNB01~SIMEULUE CUT~SIBULUH
SINABANG~SIMEULUE CUT~13~SNB01~SIMEULUE CUT~AMARABU
SINABANG~SIMEULUE CUT~14~SNB01~SIMEULUE CUT~LATAK AYAH
SINABANG~SIMEULUE CUT~15~SNB01~SIMEULUE CUT~BORENGAN
SINABANG~SIMEULUE CUT~16~SNB01~SIMEULUE CUT~UJUNG PADANG
SINABANG~SIMEULUE TENGAH~1~SNB01~SIMEULUE TENGAH~DIHIT
SINABANG~SIMEULUE TENGAH~2~SNB01~SIMEULUE TENGAH~KAMPUNG AIE
SINABANG~SIMEULUE TENGAH~3~SNB01~SIMEULUE TENGAH~KUTA BATU
SINABANG~SIMEULUE TENGAH~4~SNB01~SIMEULUE TENGAH~LAKUBANG
SINABANG~SIMEULUE TENGAH~5~SNB01~SIMEULUE TENGAH~LAMAYANG
SINABANG~SIMEULUE TENGAH~6~SNB01~SIMEULUE TENGAH~LAMBAYA
SINABANG~SIMEULUE TENGAH~7~SNB01~SIMEULUE TENGAH~LATITIK
SINABANG~SIMEULUE TENGAH~8~SNB01~SIMEULUE TENGAH~LAUKE
SINABANG~SIMEULUE TENGAH~9~SNB01~SIMEULUE TENGAH~LAUREE
SINABANG~SIMEULUE TENGAH~10~SNB01~SIMEULUE TENGAH~LUAN SORIP
SINABANG~SIMEULUE TENGAH~11~SNB01~SIMEULUE TENGAH~PUTRA JAYA
SINABANG~SIMEULUE TENGAH~12~SNB01~SIMEULUE TENGAH~SEBBE
SINABANG~SIMEULUE TENGAH~13~SNB01~SIMEULUE TENGAH~SITUFA JAYA
SINABANG~SIMEULUE TENGAH~14~SNB01~SIMEULUE TENGAH~SUAK BARU
SINABANG~SIMEULUE TENGAH~15~SNB01~SIMEULUE TENGAH~WEL WEL
SINABANG~SIMEULUE TENGAH~16~SNB01~SIMEULUE TENGAH~WELLANG KUM WEL LANGKOM
SINABANG~SIMEULUE TENGAH~17~SNB01~SIMEULUE TENGAH~DIHIT
SINABANG~SIMEULUE TENGAH~18~SNB01~SIMEULUE TENGAH~KAMPUNG AIE
SINABANG~SIMEULUE TENGAH~19~SNB01~SIMEULUE TENGAH~KUTA BATU
SINABANG~SIMEULUE TENGAH~20~SNB01~SIMEULUE TENGAH~LAKUBANG
SINABANG~SIMEULUE TENGAH~21~SNB01~SIMEULUE TENGAH~LAMAYANG
SINABANG~SIMEULUE TENGAH~22~SNB01~SIMEULUE TENGAH~LAMBAYA
SINABANG~SIMEULUE TENGAH~23~SNB01~SIMEULUE TENGAH~LATITIK
SINABANG~SIMEULUE TENGAH~24~SNB01~SIMEULUE TENGAH~LAUKE
SINABANG~SIMEULUE TENGAH~25~SNB01~SIMEULUE TENGAH~LAUREE
SINABANG~SIMEULUE TENGAH~26~SNB01~SIMEULUE TENGAH~LUAN SORIP
SINABANG~SIMEULUE TENGAH~27~SNB01~SIMEULUE TENGAH~PUTRA JAYA
SINABANG~SIMEULUE TENGAH~28~SNB01~SIMEULUE TENGAH~SEBBE
SINABANG~SIMEULUE TENGAH~29~SNB01~SIMEULUE TENGAH~SITUFA JAYA
SINABANG~SIMEULUE TENGAH~30~SNB01~SIMEULUE TENGAH~SUAK BARU
SINABANG~SIMEULUE TENGAH~31~SNB01~SIMEULUE TENGAH~WEL WEL
SINABANG~SIMEULUE TENGAH~32~SNB01~SIMEULUE TENGAH~WELLANG KUM WEL LANGKOM
SINABANG~SIMEULUE TIMUR~1~SNB01~SIMEULUE TIMUR~ABAIL
SINABANG~SIMEULUE TIMUR~2~SNB01~SIMEULUE TIMUR~AIR DINGIN
SINABANG~SIMEULUE TIMUR~3~SNB01~SIMEULUE TIMUR~AIR PINANG
SINABANG~SIMEULUE TIMUR~4~SNB01~SIMEULUE TIMUR~AMAITENG MULIA
SINABANG~SIMEULUE TIMUR~5~SNB01~SIMEULUE TIMUR~AMERIA BAHAGIA
SINABANG~SIMEULUE TIMUR~6~SNB01~SIMEULUE TIMUR~BATU BATU
SINABANG~SIMEULUE TIMUR~7~SNB01~SIMEULUE TIMUR~BUSUNG INDAH
SINABANG~SIMEULUE TIMUR~8~SNB01~SIMEULUE TIMUR~GANTING
SINABANG~SIMEULUE TIMUR~9~SNB01~SIMEULUE TIMUR~KAHAT
SINABANG~SIMEULUE TIMUR~10~SNB01~SIMEULUE TIMUR~KOTA BATU
SINABANG~SIMEULUE TIMUR~11~SNB01~SIMEULUE TIMUR~KUALA MAKMUR
SINABANG~SIMEULUE TIMUR~12~SNB01~SIMEULUE TIMUR~LABUAH
SINABANG~SIMEULUE TIMUR~13~SNB01~SIMEULUE TIMUR~LANTING
SINABANG~SIMEULUE TIMUR~14~SNB01~SIMEULUE TIMUR~LASIKIN
SINABANG~SIMEULUE TIMUR~15~SNB01~SIMEULUE TIMUR~LINGGI
SINABANG~SIMEULUE TIMUR~16~SNB01~SIMEULUE TIMUR~LUGU
SINABANG~SIMEULUE TIMUR~17~SNB01~SIMEULUE TIMUR~MATAN URUNG
SINABANG~SIMEULUE TIMUR~18~SNB01~SIMEULUE TIMUR~NANCAWA
SINABANG~SIMEULUE TIMUR~19~SNB01~SIMEULUE TIMUR~PULAU SIUMAT
SINABANG~SIMEULUE TIMUR~20~SNB01~SIMEULUE TIMUR~SEFOYAN
SINABANG~SIMEULUE TIMUR~21~SNB01~SIMEULUE TIMUR~SIMPANG ABAIL
SINABANG~SIMEULUE TIMUR~22~SNB01~SIMEULUE TIMUR~SINABANG
SINABANG~SIMEULUE TIMUR~23~SNB01~SIMEULUE TIMUR~SITUBUK
SINABANG~SIMEULUE TIMUR~24~SNB01~SIMEULUE TIMUR~SUA SUA
SINABANG~SIMEULUE TIMUR~25~SNB01~SIMEULUE TIMUR~SUAK BULUH
SINABANG~SIMEULUE TIMUR~26~SNB01~SIMEULUE TIMUR~SUKA JAYA
SINABANG~SIMEULUE TIMUR~27~SNB01~SIMEULUE TIMUR~SUKA KARYA
SINABANG~SIMEULUE TIMUR~28~SNB01~SIMEULUE TIMUR~SUKA MAJU
SINABANG~SIMEULUE TIMUR~29~SNB01~SIMEULUE TIMUR~UJUNG TINGGI
SINABANG~SIMEULUE TIMUR~30~SNB01~SIMEULUE TIMUR~ABAIL
SINABANG~SIMEULUE TIMUR~31~SNB01~SIMEULUE TIMUR~AIR DINGIN
SINABANG~SIMEULUE TIMUR~32~SNB01~SIMEULUE TIMUR~AIR PINANG
SINABANG~SIMEULUE TIMUR~33~SNB01~SIMEULUE TIMUR~AMAITENG MULIA
SINABANG~SIMEULUE TIMUR~34~SNB01~SIMEULUE TIMUR~AMERIA BAHAGIA
SINABANG~SIMEULUE TIMUR~35~SNB01~SIMEULUE TIMUR~BATU BATU
SINABANG~SIMEULUE TIMUR~36~SNB01~SIMEULUE TIMUR~BUSUNG INDAH
SINABANG~SIMEULUE TIMUR~37~SNB01~SIMEULUE TIMUR~GANTING
SINABANG~SIMEULUE TIMUR~38~SNB01~SIMEULUE TIMUR~KAHAT
SINABANG~SIMEULUE TIMUR~39~SNB01~SIMEULUE TIMUR~KOTA BATU
SINABANG~SIMEULUE TIMUR~40~SNB01~SIMEULUE TIMUR~KUALA MAKMUR
SINABANG~SIMEULUE TIMUR~41~SNB01~SIMEULUE TIMUR~LABUAH
SINABANG~SIMEULUE TIMUR~42~SNB01~SIMEULUE TIMUR~LANTING
SINABANG~SIMEULUE TIMUR~43~SNB01~SIMEULUE TIMUR~LASIKIN
SINABANG~SIMEULUE TIMUR~44~SNB01~SIMEULUE TIMUR~LINGGI
SINABANG~SIMEULUE TIMUR~45~SNB01~SIMEULUE TIMUR~LUGU
SINABANG~SIMEULUE TIMUR~46~SNB01~SIMEULUE TIMUR~MATAN URUNG
SINABANG~SIMEULUE TIMUR~47~SNB01~SIMEULUE TIMUR~NANCAWA
SINABANG~SIMEULUE TIMUR~48~SNB01~SIMEULUE TIMUR~PULAU SIUMAT
SINABANG~SIMEULUE TIMUR~49~SNB01~SIMEULUE TIMUR~SEFOYAN
SINABANG~SIMEULUE TIMUR~50~SNB01~SIMEULUE TIMUR~SIMPANG ABAIL
SINABANG~SIMEULUE TIMUR~51~SNB01~SIMEULUE TIMUR~SINABANG
SINABANG~SIMEULUE TIMUR~52~SNB01~SIMEULUE TIMUR~SITUBUK
SINABANG~SIMEULUE TIMUR~53~SNB01~SIMEULUE TIMUR~SUA SUA
SINABANG~SIMEULUE TIMUR~54~SNB01~SIMEULUE TIMUR~SUAK BULUH
SINABANG~SIMEULUE TIMUR~55~SNB01~SIMEULUE TIMUR~SUKA JAYA
SINABANG~SIMEULUE TIMUR~56~SNB01~SIMEULUE TIMUR~SUKA KARYA
SINABANG~SIMEULUE TIMUR~57~SNB01~SIMEULUE TIMUR~SUKA MAJU
SINABANG~SIMEULUE TIMUR~58~SNB01~SIMEULUE TIMUR~UJUNG TINGGI
SINABANG~TELUK DALAM~1~SNB01~TELUK DALAM~BABUSSALAM
SINABANG~TELUK DALAM~2~SNB01~TELUK DALAM~BULU HADIK
SINABANG~TELUK DALAM~3~SNB01~TELUK DALAM~GUNUNG PUTIH
SINABANG~TELUK DALAM~4~SNB01~TELUK DALAM~KUALA BAKTI
SINABANG~TELUK DALAM~5~SNB01~TELUK DALAM~KUALA BARU
SINABANG~TELUK DALAM~6~SNB01~TELUK DALAM~LUAN BALU
SINABANG~TELUK DALAM~7~SNB01~TELUK DALAM~LUGU SEK BAHAK SEBAHAK
SINABANG~TELUK DALAM~8~SNB01~TELUK DALAM~MUARA AMAN
SINABANG~TELUK DALAM~9~SNB01~TELUK DALAM~SAMBAY
SINABANG~TELUK DALAM~10~SNB01~TELUK DALAM~TANJUNG RAYA
SINABANG~TELUK DALAM~11~SNB01~TELUK DALAM~BABUSSALAM
SINABANG~TELUK DALAM~12~SNB01~TELUK DALAM~BULU HADIK
SINABANG~TELUK DALAM~13~SNB01~TELUK DALAM~GUNUNG PUTIH
SINABANG~TELUK DALAM~14~SNB01~TELUK DALAM~KUALA BAKTI
SINABANG~TELUK DALAM~15~SNB01~TELUK DALAM~KUALA BARU
SINABANG~TELUK DALAM~16~SNB01~TELUK DALAM~LUAN BALU
SINABANG~TELUK DALAM~17~SNB01~TELUK DALAM~LUGU SEK BAHAK SEBAHAK
SINABANG~TELUK DALAM~18~SNB01~TELUK DALAM~MUARA AMAN
SINABANG~TELUK DALAM~19~SNB01~TELUK DALAM~SAMBAY
SINABANG~TELUK DALAM~20~SNB01~TELUK DALAM~TANJUNG RAYA
SINABANG~TEUPAH BARAT~1~SNB01~TEUPAH BARAT~ANGKEO
SINABANG~TEUPAH BARAT~2~SNB01~TEUPAH BARAT~AWE KECIL
SINABANG~TEUPAH BARAT~3~SNB01~TEUPAH BARAT~AWE SEUBAL
SINABANG~TEUPAH BARAT~4~SNB01~TEUPAH BARAT~BUNON
SINABANG~TEUPAH BARAT~5~SNB01~TEUPAH BARAT~INOR
SINABANG~TEUPAH BARAT~6~SNB01~TEUPAH BARAT~LAAYON
SINABANG~TEUPAH BARAT~7~SNB01~TEUPAH BARAT~LANTIK
SINABANG~TEUPAH BARAT~8~SNB01~TEUPAH BARAT~LAUBANG LEUBANG
SINABANG~TEUPAH BARAT~9~SNB01~TEUPAH BARAT~LEUBANG HULU
SINABANG~TEUPAH BARAT~10~SNB01~TEUPAH BARAT~MAUDIL
SINABANG~TEUPAH BARAT~11~SNB01~TEUPAH BARAT~NAIBOS
SINABANG~TEUPAH BARAT~12~SNB01~TEUPAH BARAT~NANCALA
SINABANG~TEUPAH BARAT~13~SNB01~TEUPAH BARAT~PULAU TEUPAH
SINABANG~TEUPAH BARAT~14~SNB01~TEUPAH BARAT~SALUR
SINABANG~TEUPAH BARAT~15~SNB01~TEUPAH BARAT~SALUR LASENGALU
SINABANG~TEUPAH BARAT~16~SNB01~TEUPAH BARAT~SALUR LATUN
SINABANG~TEUPAH BARAT~17~SNB01~TEUPAH BARAT~SILENGAS
SINABANG~TEUPAH BARAT~18~SNB01~TEUPAH BARAT~SITAL
SINABANG~TEUPAH BARAT~19~SNB01~TEUPAH BARAT~ANGKEO
SINABANG~TEUPAH BARAT~20~SNB01~TEUPAH BARAT~AWE KECIL
SINABANG~TEUPAH BARAT~21~SNB01~TEUPAH BARAT~AWE SEUBAL
SINABANG~TEUPAH BARAT~22~SNB01~TEUPAH BARAT~BUNON
SINABANG~TEUPAH BARAT~23~SNB01~TEUPAH BARAT~INOR
SINABANG~TEUPAH BARAT~24~SNB01~TEUPAH BARAT~LAAYON
SINABANG~TEUPAH BARAT~25~SNB01~TEUPAH BARAT~LANTIK
SINABANG~TEUPAH BARAT~26~SNB01~TEUPAH BARAT~LAUBANG LEUBANG
SINABANG~TEUPAH BARAT~27~SNB01~TEUPAH BARAT~LEUBANG HULU
SINABANG~TEUPAH BARAT~28~SNB01~TEUPAH BARAT~MAUDIL
SINABANG~TEUPAH BARAT~29~SNB01~TEUPAH BARAT~NAIBOS
SINABANG~TEUPAH BARAT~30~SNB01~TEUPAH BARAT~NANCALA
SINABANG~TEUPAH BARAT~31~SNB01~TEUPAH BARAT~PULAU TEUPAH
SINABANG~TEUPAH BARAT~32~SNB01~TEUPAH BARAT~SALUR
SINABANG~TEUPAH BARAT~33~SNB01~TEUPAH BARAT~SALUR LASENGALU
SINABANG~TEUPAH BARAT~34~SNB01~TEUPAH BARAT~SALUR LATUN
SINABANG~TEUPAH BARAT~35~SNB01~TEUPAH BARAT~SILENGAS
SINABANG~TEUPAH BARAT~36~SNB01~TEUPAH BARAT~SITAL
SINABANG~TEUPAH SELATAN~1~SNB01~TEUPAH SELATAN~ALUS ALUS
SINABANG~TEUPAH SELATAN~2~SNB01~TEUPAH SELATAN~ANA AO
SINABANG~TEUPAH SELATAN~3~SNB01~TEUPAH SELATAN~BADEGONG
SINABANG~TEUPAH SELATAN~4~SNB01~TEUPAH SELATAN~BATU RALANG
SINABANG~TEUPAH SELATAN~5~SNB01~TEUPAH SELATAN~BLANG SEBEL
SINABANG~TEUPAH SELATAN~6~SNB01~TEUPAH SELATAN~KEBUN BARU
SINABANG~TEUPAH SELATAN~7~SNB01~TEUPAH SELATAN~LABUHAN BAJAU
SINABANG~TEUPAH SELATAN~8~SNB01~TEUPAH SELATAN~LABUHAN BAKTI
SINABANG~TEUPAH SELATAN~9~SNB01~TEUPAH SELATAN~LABUHAN JAYA
SINABANG~TEUPAH SELATAN~10~SNB01~TEUPAH SELATAN~LATALING
SINABANG~TEUPAH SELATAN~11~SNB01~TEUPAH SELATAN~LATIUNG
SINABANG~TEUPAH SELATAN~12~SNB01~TEUPAH SELATAN~PASIR TINGGI
SINABANG~TEUPAH SELATAN~13~SNB01~TEUPAH SELATAN~PULAU BENGKALAK
SINABANG~TEUPAH SELATAN~14~SNB01~TEUPAH SELATAN~SEUNEUBOK
SINABANG~TEUPAH SELATAN~15~SNB01~TEUPAH SELATAN~SUAK LAMATAN
SINABANG~TEUPAH SELATAN~16~SNB01~TEUPAH SELATAN~TRANS BARU
SINABANG~TEUPAH SELATAN~17~SNB01~TEUPAH SELATAN~TRANS JERNGE
SINABANG~TEUPAH SELATAN~18~SNB01~TEUPAH SELATAN~TRANS MARANTI
SINABANG~TEUPAH SELATAN~19~SNB01~TEUPAH SELATAN~ULUL MAYANG MANYANG
SINABANG~TEUPAH SELATAN~20~SNB01~TEUPAH SELATAN~ALUS ALUS
SINABANG~TEUPAH SELATAN~21~SNB01~TEUPAH SELATAN~ANA AO
SINABANG~TEUPAH SELATAN~22~SNB01~TEUPAH SELATAN~BADEGONG
SINABANG~TEUPAH SELATAN~23~SNB01~TEUPAH SELATAN~BATU RALANG
SINABANG~TEUPAH SELATAN~24~SNB01~TEUPAH SELATAN~BLANG SEBEL
SINABANG~TEUPAH SELATAN~25~SNB01~TEUPAH SELATAN~KEBUN BARU
SINABANG~TEUPAH SELATAN~26~SNB01~TEUPAH SELATAN~LABUHAN BAJAU
SINABANG~TEUPAH SELATAN~27~SNB01~TEUPAH SELATAN~LABUHAN BAKTI
SINABANG~TEUPAH SELATAN~28~SNB01~TEUPAH SELATAN~LABUHAN JAYA
SINABANG~TEUPAH SELATAN~29~SNB01~TEUPAH SELATAN~LATALING
SINABANG~TEUPAH SELATAN~30~SNB01~TEUPAH SELATAN~LATIUNG
SINABANG~TEUPAH SELATAN~31~SNB01~TEUPAH SELATAN~PASIR TINGGI
SINABANG~TEUPAH SELATAN~32~SNB01~TEUPAH SELATAN~PULAU BENGKALAK
SINABANG~TEUPAH SELATAN~33~SNB01~TEUPAH SELATAN~SEUNEUBOK
SINABANG~TEUPAH SELATAN~34~SNB01~TEUPAH SELATAN~SUAK LAMATAN
SINABANG~TEUPAH SELATAN~35~SNB01~TEUPAH SELATAN~TRANS BARU
SINABANG~TEUPAH SELATAN~36~SNB01~TEUPAH SELATAN~TRANS JERNGE
SINABANG~TEUPAH SELATAN~37~SNB01~TEUPAH SELATAN~TRANS MARANTI
SINABANG~TEUPAH SELATAN~38~SNB01~TEUPAH SELATAN~ULUL MAYANG MANYANG
