MAUMERE~ALOK~1~MOF01~ALOK~KABOR
MAUMERE~KEWAPANTE~5~MOF01~KEWAPANTE~SEUSINA
MAUMERE~KEWAPANTE~6~MOF01~KEWAPANTE~UMAGERA
MAUMERE~KEWAPANTE~7~MOF01~KEWAPANTE~WAIARA
MAUMERE~KEWAPANTE~8~MOF01~KEWAPANTE~WAIRKOJA
MAUMERE~KOTING~1~MOF01~KOTING~KOTING A
MAUMERE~KOTING~2~MOF01~KOTING~KOTING B
MAUMERE~KOTING~3~MOF01~KOTING~KOTING C
MAUMERE~KOTING~4~MOF01~KOTING~KOTING D
MAUMERE~KOTING~5~MOF01~KOTING~PAUBEKOR
MAUMERE~KOTING~6~MOF01~KOTING~RIBANG
MAUMERE~LELA~1~MOF01~LELA~BAOPAAT
MAUMERE~LELA~2~MOF01~LELA~DU
MAUMERE~LELA~3~MOF01~LELA~HEPANG
MAUMERE~LELA~4~MOF01~LELA~ILIGAI
MAUMERE~LELA~5~MOF01~LELA~KOLIDETUNG
MAUMERE~LELA~6~MOF01~LELA~KOROWUWU
MAUMERE~LELA~7~MOF01~LELA~LELA
MAUMERE~LELA~8~MOF01~LELA~SIKKA
MAUMERE~LELA~9~MOF01~LELA~WATUTEDANG
MAUMERE~MAGEPANDA~1~MOF01~MAGEPANDA~？ DONE
MAUMERE~MAGEPANDA~2~MOF01~MAGEPANDA~KOLISIA
MAUMERE~MAGEPANDA~3~MOF01~MAGEPANDA~KOLISIA B
MAUMERE~MAGEPANDA~4~MOF01~MAGEPANDA~MAGEPANDA
MAUMERE~MAGEPANDA~5~MOF01~MAGEPANDA~REROROJA
MAUMERE~MAPITARA~1~MOF01~MAPITARA~EGON GAHAR
MAUMERE~MAPITARA~2~MOF01~MAPITARA~HALE
MAUMERE~MAPITARA~3~MOF01~MAPITARA~HEBING
MAUMERE~MAPITARA~4~MOF01~MAPITARA~NATAKOLI
MAUMERE~MEGO~1~MOF01~MEGO~BHERA
MAUMERE~MEGO~2~MOF01~MEGO~DOBO
MAUMERE~MEGO~3~MOF01~MEGO~DOBO NUA PUU
MAUMERE~MEGO~4~MOF01~MEGO~GERA
MAUMERE~MEGO~5~MOF01~MEGO~KOROBHERA
MAUMERE~MEGO~6~MOF01~MEGO~KOWI
MAUMERE~MEGO~7~MOF01~MEGO~LIAKUTU
MAUMERE~MEGO~8~MOF01~MEGO~NAPU GERA
MAUMERE~MEGO~9~MOF01~MEGO~PARABUBU
MAUMERE~MEGO~10~MOF01~MEGO~WOLODHESA
MAUMERE~NELLE~1~MOF01~NELLE~MANUBURA
MAUMERE~NELLE~2~MOF01~NELLE~NELLE BARAT
MAUMERE~NELLE~3~MOF01~NELLE~NELLE LORANG
MAUMERE~NELLE~4~MOF01~NELLE~NELLE URUNG
MAUMERE~NELLE~5~MOF01~NELLE~NELLE WUTUNG
MAUMERE~NITA~1~MOF01~NITA~BLORO
MAUMERE~NITA~2~MOF01~NITA~LADOGAHAR
MAUMERE~NITA~3~MOF01~NITA~LUSITADA
MAUMERE~NITA~4~MOF01~NITA~MAHEBORA
MAUMERE~NITA~5~MOF01~NITA~NIRANGKLIUNG
MAUMERE~NITA~6~MOF01~NITA~NITA
MAUMERE~NITA~7~MOF01~NITA~NITAKLOANG
MAUMERE~NITA~8~MOF01~NITA~RIIT
MAUMERE~NITA~9~MOF01~NITA~TAKAPLAGER
MAUMERE~NITA~10~MOF01~NITA~TEBUK
MAUMERE~NITA~11~MOF01~NITA~TILANG
MAUMERE~NITA~12~MOF01~NITA~WULIWUTIK
MAUMERE~PAGA~1~MOF01~PAGA~LENANDARETA
MAUMERE~PAGA~2~MOF01~PAGA~MASEBEWA
MAUMERE~PAGA~3~MOF01~PAGA~MAULOO
MAUMERE~PAGA~4~MOF01~PAGA~MBENGU
MAUMERE~PAGA~5~MOF01~PAGA~PAGA
MAUMERE~PAGA~6~MOF01~PAGA~WOLOREGA
MAUMERE~PAGA~7~MOF01~PAGA~WOLOWIRO
MAUMERE~PAGA~8~MOF01~PAGA~WOLOWONA
MAUMERE~PALUE~1~MOF01~PALUE~KESOKOJA
MAUMERE~PALUE~2~MOF01~PALUE~LADOLAKA
MAUMERE~PALUE~3~MOF01~PALUE~LIDI
MAUMERE~PALUE~4~MOF01~PALUE~MALURIWU
MAUMERE~PALUE~5~MOF01~PALUE~NITUNGLEA
MAUMERE~PALUE~6~MOF01~PALUE~RERUWAIRERE
MAUMERE~PALUE~7~MOF01~PALUE~ROKIROLE
MAUMERE~PALUE~8~MOF01~PALUE~TUANGGEO
MAUMERE~TALIBURA~1~MOF01~TALIBURA~BAANG KOOR
MAUMERE~TALIBURA~2~MOF01~TALIBURA~DARAT GUNUNG
MAUMERE~TALIBURA~3~MOF01~TALIBURA~DARAT PANTAI
MAUMERE~TALIBURA~4~MOF01~TALIBURA~HIKONG
MAUMERE~TALIBURA~5~MOF01~TALIBURA~KRINGA
MAUMERE~TALIBURA~6~MOF01~TALIBURA~LEWOMADA
MAUMERE~TALIBURA~7~MOF01~TALIBURA~NANGAHALE
MAUMERE~TALIBURA~8~MOF01~TALIBURA~NEBE
MAUMERE~TALIBURA~9~MOF01~TALIBURA~OJANG
MAUMERE~TALIBURA~10~MOF01~TALIBURA~TALIBURA
MAUMERE~TALIBURA~11~MOF01~TALIBURA~TIMUTAWA
MAUMERE~TALIBURA~12~MOF01~TALIBURA~WAILAMUNG
MAUMERE~TANA WAWO~1~MOF01~TANA WAWO~BU SELATAN
MAUMERE~TANA WAWO~2~MOF01~TANA WAWO~BU UTARA
MAUMERE~TANA WAWO~3~MOF01~TANA WAWO~BU WATUWETI
MAUMERE~TANA WAWO~4~MOF01~TANA WAWO~DETUBINGA
MAUMERE~TANA WAWO~5~MOF01~TANA WAWO~LOKE
MAUMERE~TANA WAWO~6~MOF01~TANA WAWO~POMA
MAUMERE~TANA WAWO~7~MOF01~TANA WAWO~RENGGARASI
MAUMERE~TANA WAWO~8~MOF01~TANA WAWO~TUWA
MAUMERE~WAIBLAMA~1~MOF01~WAIBLAMA~ILINMEDO
MAUMERE~WAIBLAMA~2~MOF01~WAIBLAMA~NATARMAGE
MAUMERE~WAIBLAMA~3~MOF01~WAIBLAMA~PRUDA
MAUMERE~WAIBLAMA~4~MOF01~WAIBLAMA~TANARAWA
MAUMERE~WAIBLAMA~5~MOF01~WAIBLAMA~TUA BAO
MAUMERE~WAIBLAMA~6~MOF01~WAIBLAMA~WERANG
MAUMERE~WAIGETE~1~MOF01~WAIGETE~AIBURA
MAUMERE~WAIGETE~2~MOF01~WAIGETE~EGON
MAUMERE~WAIGETE~3~MOF01~WAIGETE~HODER
MAUMERE~WAIGETE~4~MOF01~WAIGETE~NANGATOBONG
MAUMERE~WAIGETE~5~MOF01~WAIGETE~POGON
MAUMERE~WAIGETE~6~MOF01~WAIGETE~RUNUT
MAUMERE~WAIGETE~7~MOF01~WAIGETE~WAIRBLELER
MAUMERE~WAIGETE~8~MOF01~WAIGETE~WAIRTERANG
MAUMERE~WAIGETE~9~MOF01~WAIGETE~WATUDIRAN
