LUWU~BAJO~1~BEL01~BAJO~BAJO
LUWU~BELOPA~8~BEL01~BELOPA~TAMPUMIA RADDA
LUWU~BELOPA~9~BEL01~BELOPA~TANAMANAI
LUWU~BELOPA UTARA~1~BEL01~BELOPA UTARA~LAMUNRE
LUWU~BELOPA UTARA~2~BEL01~BELOPA UTARA~LAUWA
LUWU~BELOPA UTARA~3~BEL01~BELOPA UTARA~LEBANI
LUWU~BELOPA UTARA~4~BEL01~BELOPA UTARA~PACONNE
LUWU~BELOPA UTARA~5~BEL01~BELOPA UTARA~PAMMANU
LUWU~BELOPA UTARA~6~BEL01~BELOPA UTARA~SABE
LUWU~BELOPA UTARA~7~BEL01~BELOPA UTARA~SEPPONG
LUWU~BUA~1~BEL01~BUA~BAROWA
LUWU~BUA~2~BEL01~BUA~BUKIT HARAPAN
LUWU~BUA~3~BEL01~BUA~KARANGKARANGAN
LUWU~BUA~4~BEL01~BUA~LARELARE
LUWU~BUA~5~BEL01~BUA~LENGKONG
LUWU~BUA~6~BEL01~BUA~PADANG KALUA
LUWU~BUA~7~BEL01~BUA~PAMESSAKANG
LUWU~BUA~8~BEL01~BUA~POSI
LUWU~BUA~9~BEL01~BUA~PUTY
LUWU~BUA~10~BEL01~BUA~RAJA
LUWU~BUA~11~BEL01~BUA~SAKTI
LUWU~BUA~12~BEL01~BUA~TANA RIGELLAN TANAH RIGELLA
LUWU~BUA~13~BEL01~BUA~TIROMANDA
LUWU~BUA PONRANG~1~BEL01~BUA PONRANG~BALUTAN
LUWU~BUA PONRANG~2~BEL01~BUA PONRANG~BUNTU BATU
LUWU~BUA PONRANG~3~BEL01~BUA PONRANG~MALENGGANG
LUWU~BUA PONRANG~4~BEL01~BUA PONRANG~NOLING
LUWU~BUA PONRANG~5~BEL01~BUA PONRANG~PADANG KAMBURI
LUWU~BUA PONRANG~6~BEL01~BUA PONRANG~PADANG MA BUD
LUWU~BUA PONRANG~7~BEL01~BUA PONRANG~PADANG TUJU
LUWU~BUA PONRANG~8~BEL01~BUA PONRANG~TAMPUMIA
LUWU~BUA PONRANG~9~BEL01~BUA PONRANG~TANJONG
LUWU~KAMANRE~1~BEL01~KAMANRE~CILALLANG
LUWU~KAMANRE~2~BEL01~KAMANRE~KAMANRE
LUWU~KAMANRE~3~BEL01~KAMANRE~LIBUKANG
LUWU~KAMANRE~4~BEL01~KAMANRE~SALU PAREMANG
LUWU~KAMANRE~5~BEL01~KAMANRE~TABBAJA
LUWU~KAMANRE~6~BEL01~KAMANRE~WARA
LUWU~LAMASI~1~BEL01~LAMASI~AWO GADING
LUWU~LAMASI~2~BEL01~LAMASI~LAMASI
LUWU~LAMASI~3~BEL01~LAMASI~LAMASI I
LUWU~LAMASI~4~BEL01~LAMASI~PADANG KALUA
LUWU~LAMASI~5~BEL01~LAMASI~PONGSAMELUNG
LUWU~LAMASI~6~BEL01~LAMASI~SALU JAMBU
LUWU~LAMASI~7~BEL01~LAMASI~SE PONG
LUWU~LAMASI~8~BEL01~LAMASI~SETIAREJO
LUWU~LAMASI~9~BEL01~LAMASI~TO PONGO
LUWU~LAMASI~10~BEL01~LAMASI~WIWITAN
LUWU~LAMASI TIMUR~1~BEL01~LAMASI TIMUR~BULOLONDONG
LUWU~LAMASI TIMUR~2~BEL01~LAMASI TIMUR~POMPENGAN
LUWU~LAMASI TIMUR~3~BEL01~LAMASI TIMUR~POMPENGAN PANTAI
LUWU~LAMASI TIMUR~4~BEL01~LAMASI TIMUR~PELALAN
LUWU~LAMASI TIMUR~5~BEL01~LAMASI TIMUR~SALU PAO
LUWU~LAMASI TIMUR~6~BEL01~LAMASI TIMUR~SERITI
LUWU~LAMASI TIMUR~7~BEL01~LAMASI TIMUR~TO LEMO
LUWU~LAROMPONG~1~BEL01~LAROMPONG~BILANTE
LUWU~LAROMPONG~2~BEL01~LAROMPONG~BINTURU
LUWU~LAROMPONG~3~BEL01~LAROMPONG~BUKIT SUTTA SUTERA
LUWU~LAROMPONG~4~BEL01~LAROMPONG~BUNTU MATABBING MATABING
LUWU~LAROMPONG~5~BEL01~LAROMPONG~KOMBA
LUWU~LAROMPONG~6~BEL01~LAROMPONG~LAROMPONG
LUWU~LAROMPONG~7~BEL01~LAROMPONG~LUMARING
LUWU~LAROMPONG~8~BEL01~LAROMPONG~RANTE ALANG
LUWU~LAROMPONG~9~BEL01~LAROMPONG~RANTEBELU
LUWU~LAROMPONG~10~BEL01~LAROMPONG~RIWANG
LUWU~LAROMPONG SELATAN~1~BEL01~LAROMPONG SELATAN~BABANG
LUWU~LAROMPONG SELATAN~2~BEL01~LAROMPONG SELATAN~BATU LAPPA
LUWU~LAROMPONG SELATAN~3~BEL01~LAROMPONG SELATAN~BONEPUTE
LUWU~LAROMPONG SELATAN~4~BEL01~LAROMPONG SELATAN~DADEKO
LUWU~LAROMPONG SELATAN~5~BEL01~LAROMPONG SELATAN~LA LOA
LUWU~LAROMPONG SELATAN~6~BEL01~LAROMPONG SELATAN~MALEWONG
LUWU~LAROMPONG SELATAN~7~BEL01~LAROMPONG SELATAN~SALUSANA
LUWU~LAROMPONG SELATAN~8~BEL01~LAROMPONG SELATAN~SAMPANO
LUWU~LAROMPONG SELATAN~9~BEL01~LAROMPONG SELATAN~TEMBOE
LUWU~LATIMOJONG~1~BEL01~LATIMOJONG~BONEPOSI
LUWU~LATIMOJONG~2~BEL01~LATIMOJONG~BUNTU SAREK
LUWU~LATIMOJONG~3~BEL01~LATIMOJONG~KADUNDUNG
LUWU~LATIMOJONG~4~BEL01~LATIMOJONG~LAMBANAN
LUWU~LATIMOJONG~5~BEL01~LATIMOJONG~PAJANG
LUWU~LATIMOJONG~6~BEL01~LATIMOJONG~PANGI
LUWU~LATIMOJONG~7~BEL01~LATIMOJONG~RANTEBALLA
LUWU~LATIMOJONG~8~BEL01~LATIMOJONG~TABANG
LUWU~LATIMOJONG~9~BEL01~LATIMOJONG~TOBARU
LUWU~LATIMOJONG~10~BEL01~LATIMOJONG~ULUSALU
LUWU~PONRANG~1~BEL01~PONRANG~BUNTU KAMIRI
LUWU~PONRANG~2~BEL01~PONRANG~BUNTU KANNA
LUWU~PONRANG~3~BEL01~PONRANG~MARIO
LUWU~PONRANG~4~BEL01~PONRANG~MULADIMENG MALADIMENG
LUWU~PONRANG~5~BEL01~PONRANG~PADANG SAPPA
LUWU~PONRANG~6~BEL01~PONRANG~PADANG SUBUR
LUWU~PONRANG~7~BEL01~PONRANG~TAMPA
LUWU~PONRANG~8~BEL01~PONRANG~TIROWALI
LUWU~PONRANG~9~BEL01~PONRANG~TUMALE
LUWU~SULI~1~BEL01~SULI~BOTTA
LUWU~SULI~2~BEL01~SULI~BUNTU KUNYI
LUWU~SULI~3~BEL01~SULI~CAKKEAWO
LUWU~SULI~4~BEL01~SULI~CIMPU
LUWU~SULI~5~BEL01~SULI~KASIWIANG
LUWU~SULI~6~BEL01~SULI~LEMPO PACCI
LUWU~SULI~7~BEL01~SULI~MALELA
LUWU~SULI~8~BEL01~SULI~MURANTE
LUWU~SULI~9~BEL01~SULI~PADANG LAMBE
LUWU~SULI~10~BEL01~SULI~SULI
LUWU~SULI~11~BEL01~SULI~TOWONDO TOWONDU
LUWU~SULI BARAT~1~BEL01~SULI BARAT~BUNTU BARANA
LUWU~SULI BARAT~2~BEL01~SULI BARAT~KAILI
LUWU~SULI BARAT~3~BEL01~SULI BARAT~LINDAJANG
LUWU~SULI BARAT~4~BEL01~SULI BARAT~PORINGAN
LUWU~SULI BARAT~5~BEL01~SULI BARAT~SALUBUA
LUWU~WALENRANG~1~BEL01~WALENRANG~BARA MAMASE
LUWU~WALENRANG~2~BEL01~WALENRANG~BATUSITANDUK
LUWU~WALENRANG~3~BEL01~WALENRANG~BULO
LUWU~WALENRANG~4~BEL01~WALENRANG~HARAPAN
LUWU~WALENRANG~5~BEL01~WALENRANG~LALONG
LUWU~WALENRANG~6~BEL01~WALENRANG~SARAGI
LUWU~WALENRANG~7~BEL01~WALENRANG~TOMBANG
LUWU~WALENRANG~8~BEL01~WALENRANG~WALENRANG
LUWU~WALENRANG BARAT~1~BEL01~WALENRANG BARAT~ILAN BATU
LUWU~WALENRANG BARAT~2~BEL01~WALENRANG BARAT~ILAN BATU URU
LUWU~WALENRANG BARAT~3~BEL01~WALENRANG BARAT~LAMASI HULU
LUWU~WALENRANG BARAT~4~BEL01~WALENRANG BARAT~LEMPE
LUWU~WALENRANG BARAT~5~BEL01~WALENRANG BARAT~LEMPE PASANG
LUWU~WALENRANG TIMUR~1~BEL01~WALENRANG TIMUR~KENDEKAN
LUWU~WALENRANG TIMUR~2~BEL01~WALENRANG TIMUR~LAMASI PANTAI
LUWU~WALENRANG TIMUR~3~BEL01~WALENRANG TIMUR~PANGALLI
LUWU~WALENRANG TIMUR~4~BEL01~WALENRANG TIMUR~RANTE DAMAI
LUWU~WALENRANG TIMUR~5~BEL01~WALENRANG TIMUR~SEBASEBA
LUWU~WALENRANG TIMUR~6~BEL01~WALENRANG TIMUR~SUKADAMAI
LUWU~WALENRANG TIMUR~7~BEL01~WALENRANG TIMUR~TABA TABAH
LUWU~WALENRANG TIMUR~8~BEL01~WALENRANG TIMUR~TANETE
LUWU~WALENRANG UTARA~1~BEL01~WALENRANG UTARA~BOLONG
LUWU~WALENRANG UTARA~2~BEL01~WALENRANG UTARA~BOSSO
LUWU~WALENRANG UTARA~3~BEL01~WALENRANG UTARA~BUNTU AWO
LUWU~WALENRANG UTARA~4~BEL01~WALENRANG UTARA~MARABUANA
LUWU~WALENRANG UTARA~5~BEL01~WALENRANG UTARA~PONGKO
LUWU~WALENRANG UTARA~6~BEL01~WALENRANG UTARA~SALULINO
LUWU~WALENRANG UTARA~7~BEL01~WALENRANG UTARA~SALUTUBU
LUWU~WALENRANG UTARA~8~BEL01~WALENRANG UTARA~SANGTANDUNG
LUWU~WALENRANG UTARA~9~BEL01~WALENRANG UTARA~SITEBA
