RUTENG~CIBAL~1~RTG01~CIBAL~BANGKA ARA
RUTENG~MANGGARAI~34~RTG01~MANGGARAI~GOLO LANGKOK
RUTENG~MANGGARAI~35~RTG01~MANGGARAI~GOLOWOROK
RUTENG~MANGGARAI~36~RTG01~MANGGARAI~KAKOR
RUTENG~MANGGARAI~37~RTG01~MANGGARAI~LIANG BUA
RUTENG~MANGGARAI~38~RTG01~MANGGARAI~MANONG
RUTENG~MANGGARAI~39~RTG01~MANGGARAI~MELER
RUTENG~MANGGARAI~40~RTG01~MANGGARAI~POCO LIKANG
RUTENG~MANGGARAI~41~RTG01~MANGGARAI~PONG LAO
RUTENG~MANGGARAI~42~RTG01~MANGGARAI~PONG LEKO
RUTENG~MANGGARAI~43~RTG01~MANGGARAI~PONG MURUNG
RUTENG~MANGGARAI~44~RTG01~MANGGARAI~RAI
RUTENG~MANGGARAI~45~RTG01~MANGGARAI~TENGKU LENSE
RUTENG~MANGGARAI~46~RTG01~MANGGARAI~WAE BELANG
RUTENG~RAHONG UTARA~1~RTG01~RAHONG UTARA~BUAR
RUTENG~RAHONG UTARA~2~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~3~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~4~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~5~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~6~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~7~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~8~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~9~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~10~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~11~RTG01~RAHONG UTARA~RAHONG UTARA
RUTENG~RAHONG UTARA~12~RTG01~RAHONG UTARA~PONG LENGOR
RUTENG~REOK~1~RTG01~REOK~BAJAK
RUTENG~REOK~2~RTG01~REOK~BARU
RUTENG~REOK~3~RTG01~REOK~LANTE
RUTENG~REOK~4~RTG01~REOK~LEMARANG
RUTENG~REOK~5~RTG01~REOK~LOCE
RUTENG~REOK~6~RTG01~REOK~MATA AIR
RUTENG~REOK~7~RTG01~REOK~NGGALAK
RUTENG~REOK~8~RTG01~REOK~PARA LANDO
RUTENG~REOK~9~RTG01~REOK~REO
RUTENG~REOK~10~RTG01~REOK~ROBEK
RUTENG~REOK~11~RTG01~REOK~RUIS
RUTENG~REOK~12~RTG01~REOK~RURA
RUTENG~REOK~13~RTG01~REOK~SALAMA
RUTENG~REOK~14~RTG01~REOK~SAMBI
RUTENG~REOK~15~RTG01~REOK~TOE
RUTENG~REOK~16~RTG01~REOK~TORONG KOE
RUTENG~REOK~17~RTG01~REOK~WAE KAJONG
RUTENG~REOK~18~RTG01~REOK~WANGKUNG
RUTENG~REOK~19~RTG01~REOK~WATU BAUR
RUTENG~REOK~20~RTG01~REOK~WATU TANGO
RUTENG~RUTENG~1~RTG01~RUTENG~BANGKA AJANG
RUTENG~RUTENG~2~RTG01~RUTENG~BANGKA LELAK
RUTENG~RUTENG~3~RTG01~RUTENG~BELANG TURI
RUTENG~RUTENG~4~RTG01~RUTENG~BENTENG KUWU
RUTENG~RUTENG~5~RTG01~RUTENG~BENTENG TUBI
RUTENG~RUTENG~6~RTG01~RUTENG~BEORAHONG
RUTENG~RUTENG~7~RTG01~RUTENG~BULAN
RUTENG~RUTENG~8~RTG01~RUTENG~COMPANG DARI
RUTENG~RUTENG~9~RTG01~RUTENG~CUMBI
RUTENG~RUTENG~10~RTG01~RUTENG~DIMPONG
RUTENG~RUTENG~11~RTG01~RUTENG~GOLO LANGKOK
RUTENG~RUTENG~12~RTG01~RUTENG~GOLOWOROK
RUTENG~RUTENG~13~RTG01~RUTENG~KAKOR
RUTENG~RUTENG~14~RTG01~RUTENG~LIANG BUA
RUTENG~RUTENG~15~RTG01~RUTENG~MANONG
RUTENG~RUTENG~16~RTG01~RUTENG~MELER
RUTENG~RUTENG~17~RTG01~RUTENG~POCO LIKANG
RUTENG~RUTENG~18~RTG01~RUTENG~PONG LAO
RUTENG~RUTENG~19~RTG01~RUTENG~PONG LEKO
RUTENG~RUTENG~20~RTG01~RUTENG~PONG MURUNG
RUTENG~RUTENG~21~RTG01~RUTENG~RAI
RUTENG~RUTENG~22~RTG01~RUTENG~TENGKU LESE
RUTENG~RUTENG~23~RTG01~RUTENG~WAE BELANG
RUTENG~SATAR MESE~1~RTG01~SATAR MESE~BEA KONDO
RUTENG~SATAR MESE~2~RTG01~SATAR MESE~BORIK
RUTENG~SATAR MESE~3~RTG01~SATAR MESE~CEKA LUJU
RUTENG~SATAR MESE~4~RTG01~SATAR MESE~CIRENG
RUTENG~SATAR MESE~5~RTG01~SATAR MESE~GARA
RUTENG~SATAR MESE~6~RTG01~SATAR MESE~GOLO LAMBO
RUTENG~SATAR MESE~7~RTG01~SATAR MESE~GOLO MUNTAS
RUTENG~SATAR MESE~8~RTG01~SATAR MESE~GOLO ROPONG
RUTENG~SATAR MESE~9~RTG01~SATAR MESE~GULUNG
RUTENG~SATAR MESE~10~RTG01~SATAR MESE~HILIHINTIR
RUTENG~SATAR MESE~11~RTG01~SATAR MESE~KOAK
RUTENG~SATAR MESE~12~RTG01~SATAR MESE~KOLE
RUTENG~SATAR MESE~13~RTG01~SATAR MESE~LANGGO
RUTENG~SATAR MESE~14~RTG01~SATAR MESE~LEGU
RUTENG~SATAR MESE~15~RTG01~SATAR MESE~LIA
RUTENG~SATAR MESE~16~RTG01~SATAR MESE~LING
RUTENG~SATAR MESE~17~RTG01~SATAR MESE~LUNGAR
RUTENG~SATAR MESE~18~RTG01~SATAR MESE~MOCOK
RUTENG~SATAR MESE~19~RTG01~SATAR MESE~NAO
RUTENG~SATAR MESE~20~RTG01~SATAR MESE~NGKAER
RUTENG~SATAR MESE~21~RTG01~SATAR MESE~NUCA MOLAS
RUTENG~SATAR MESE~22~RTG01~SATAR MESE~PAKA
RUTENG~SATAR MESE~23~RTG01~SATAR MESE~PAPANG
RUTENG~SATAR MESE~24~RTG01~SATAR MESE~PONGGEOK
RUTENG~SATAR MESE~25~RTG01~SATAR MESE~PONGKOR
RUTENG~SATAR MESE~26~RTG01~SATAR MESE~POPO
RUTENG~SATAR MESE~27~RTG01~SATAR MESE~RENDA
RUTENG~SATAR MESE~28~RTG01~SATAR MESE~SATAR LENDA
RUTENG~SATAR MESE~29~RTG01~SATAR MESE~SATAR LUJU
RUTENG~SATAR MESE~30~RTG01~SATAR MESE~SATAR RUWUK
RUTENG~SATAR MESE~31~RTG01~SATAR MESE~TADO
RUTENG~SATAR MESE~32~RTG01~SATAR MESE~TAL
RUTENG~SATAR MESE~33~RTG01~SATAR MESE~TERONG
RUTENG~SATAR MESE~34~RTG01~SATAR MESE~TODO
RUTENG~SATAR MESE~35~RTG01~SATAR MESE~UMUNG
RUTENG~SATAR MESE~36~RTG01~SATAR MESE~WAE AJANG
RUTENG~SATAR MESE~37~RTG01~SATAR MESE~WEWO
RUTENG~SATAR MESE BARAT~1~RTG01~SATAR MESE BARAT~JAONG
RUTENG~SATAR MESE BARAT~2~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 10
RUTENG~SATAR MESE BARAT~3~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 11
RUTENG~SATAR MESE BARAT~4~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 12
RUTENG~SATAR MESE BARAT~5~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 13
RUTENG~SATAR MESE BARAT~6~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 14
RUTENG~SATAR MESE BARAT~7~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 15
RUTENG~SATAR MESE BARAT~8~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 16
RUTENG~SATAR MESE BARAT~9~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 17
RUTENG~SATAR MESE BARAT~10~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 18
RUTENG~SATAR MESE BARAT~11~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 19
RUTENG~SATAR MESE BARAT~12~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 2
RUTENG~SATAR MESE BARAT~13~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 20
RUTENG~SATAR MESE BARAT~14~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 3
RUTENG~SATAR MESE BARAT~15~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 4
RUTENG~SATAR MESE BARAT~16~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 5
RUTENG~SATAR MESE BARAT~17~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 6
RUTENG~SATAR MESE BARAT~18~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 7
RUTENG~SATAR MESE BARAT~19~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 8
RUTENG~SATAR MESE BARAT~20~RTG01~SATAR MESE BARAT~SATAR MESE BARAT 9
RUTENG~WAE RII~1~RTG01~WAE RII~BANGKA KENDA
RUTENG~WAE RII~2~RTG01~WAE RII~BANGKAJONG
RUTENG~WAE RII~3~RTG01~WAE RII~COMPANG NDEHES
RUTENG~WAE RII~4~RTG01~WAE RII~GOLO CADOR
RUTENG~WAE RII~5~RTG01~WAE RII~GOLO MENDO
RUTENG~WAE RII~6~RTG01~WAE RII~GOLO NEJANG
RUTENG~WAE RII~7~RTG01~WAE RII~GOLO WATUWUTU
RUTENG~WAE RII~8~RTG01~WAE RII~GOLO WUA GOLO WUAS
RUTENG~WAE RII~9~RTG01~WAE RII~LALONG
RUTENG~WAE RII~10~RTG01~WAE RII~LONGKO
RUTENG~WAE RII~11~RTG01~WAE RII~NDEHES
RUTENG~WAE RII~12~RTG01~WAE RII~POCO
RUTENG~WAE RII~13~RTG01~WAE RII~RANAKARENAKA
RUTENG~WAE RII~14~RTG01~WAE RII~RANGGI
RUTENG~WAE RII~15~RTG01~WAE RII~SATAR NGKELING
RUTENG~WAE RII~16~RTG01~WAE RII~WAE MULU
RUTENG~WAE RII~17~RTG01~WAE RII~WAE RII
