CILACAP~ADIPALA~1~CLP05~ADIPALA~ADIPALA
CILACAP~BINANGUN~11~CLP03~BINANGUN~PAGUBUGAN KULON
CILACAP~BINANGUN~12~CLP03~BINANGUN~PASURUHAN
CILACAP~BINANGUN~13~CLP03~BINANGUN~PESAWAHAN
CILACAP~BINANGUN~14~CLP03~BINANGUN~SIDAURIP
CILACAP~BINANGUN~15~CLP03~BINANGUN~SIDAYU
CILACAP~BINANGUN~16~CLP03~BINANGUN~WIDARAPAYUNG KULON
CILACAP~BINANGUN~17~CLP03~BINANGUN~WIDARAPAYUNG WETAN
CILACAP~CILACAP SELATAN~1~CLP01~CILACAP SELATAN~CILACAP
CILACAP~CILACAP SELATAN~2~CLP01~CILACAP SELATAN~SIDAKAYA
CILACAP~CILACAP SELATAN~3~CLP01~CILACAP SELATAN~TAMBAKREJA
CILACAP~CILACAP SELATAN~4~CLP01~CILACAP SELATAN~TEGALKAMULYAN
CILACAP~CILACAP SELATAN~5~CLP01~CILACAP SELATAN~TEGALREJO
CILACAP~CILACAP TENGAH~1~CLP01~CILACAP TENGAH~LOMANIS
CILACAP~CILACAP TENGAH~2~CLP01~CILACAP TENGAH~DONAN
CILACAP~CILACAP TENGAH~3~CLP01~CILACAP TENGAH~SIDANEGARA
CILACAP~CILACAP TENGAH~4~CLP01~CILACAP TENGAH~GUNUNGSIMPING
CILACAP~CILACAP TENGAH~5~CLP01~CILACAP TENGAH~KUTAWARU
CILACAP~CILACAP UTARA~1~CLP01~CILACAP UTARA~GUMILIR
CILACAP~CILACAP UTARA~2~CLP01~CILACAP UTARA~MERTASINGA
CILACAP~CILACAP UTARA~3~CLP01~CILACAP UTARA~TRITIH KULON
CILACAP~CILACAP UTARA~4~CLP01~CILACAP UTARA~KARANGTALUN
CILACAP~CILACAP UTARA~5~CLP01~CILACAP UTARA~KEBONMANIS
CILACAP~CIMANGGU~1~CLP02~CIMANGGU~BANTARMANGU
CILACAP~CIMANGGU~2~CLP02~CIMANGGU~BANTARPANJANG
CILACAP~CIMANGGU~3~CLP02~CIMANGGU~CIBALUNG
CILACAP~CIMANGGU~4~CLP02~CIMANGGU~CIJATI
CILACAP~CIMANGGU~5~CLP02~CIMANGGU~CILEMPUYANG
CILACAP~CIMANGGU~6~CLP02~CIMANGGU~CIMANGGU
CILACAP~CIMANGGU~7~CLP02~CIMANGGU~CISALAK
CILACAP~CIMANGGU~8~CLP02~CIMANGGU~KARANGREJA
CILACAP~CIMANGGU~9~CLP02~CIMANGGU~KARANGSARI
CILACAP~CIMANGGU~10~CLP02~CIMANGGU~KUTABIMA
CILACAP~CIMANGGU~11~CLP02~CIMANGGU~MANDALA
CILACAP~CIMANGGU~12~CLP02~CIMANGGU~NEGARAJATI
CILACAP~CIMANGGU~13~CLP02~CIMANGGU~PANIMBANG
CILACAP~CIMANGGU~14~CLP02~CIMANGGU~PESAHANGAN
CILACAP~CIMANGGU~15~CLP02~CIMANGGU~REJODADI
CILACAP~CIPARI~1~CLP04~CIPARI~CARUY
CILACAP~CIPARI~2~CLP04~CIPARI~CIPARI
CILACAP~CIPARI~3~CLP04~CIPARI~CISURU
CILACAP~CIPARI~4~CLP04~CIPARI~KARANGREJA
CILACAP~CIPARI~5~CLP04~CIPARI~KUTASARI
CILACAP~CIPARI~6~CLP04~CIPARI~MEKARSARI
CILACAP~CIPARI~7~CLP04~CIPARI~MULYADADI
CILACAP~CIPARI~8~CLP04~CIPARI~PEGADINGAN
CILACAP~CIPARI~9~CLP04~CIPARI~SEGARALANGU
CILACAP~CIPARI~10~CLP04~CIPARI~SERANG
CILACAP~CIPARI~11~CLP04~CIPARI~SIDASARI
CILACAP~DAYEUHLUHUR~1~CLP02~DAYEUHLUHUR~BINGKENG
CILACAP~DAYEUHLUHUR~2~CLP02~DAYEUHLUHUR~BOLANG
CILACAP~DAYEUHLUHUR~3~CLP02~DAYEUHLUHUR~CIJERUK
CILACAP~DAYEUHLUHUR~4~CLP02~DAYEUHLUHUR~CILUMPING
CILACAP~DAYEUHLUHUR~5~CLP02~DAYEUHLUHUR~CIWALEN
CILACAP~DAYEUHLUHUR~6~CLP02~DAYEUHLUHUR~DATAR
CILACAP~DAYEUHLUHUR~7~CLP02~DAYEUHLUHUR~DAYEUHLUHUR
CILACAP~DAYEUHLUHUR~8~CLP02~DAYEUHLUHUR~HANUM
CILACAP~DAYEUHLUHUR~9~CLP02~DAYEUHLUHUR~KUTAAGUNG
CILACAP~DAYEUHLUHUR~10~CLP02~DAYEUHLUHUR~MATENGGENG
CILACAP~DAYEUHLUHUR~11~CLP02~DAYEUHLUHUR~PANULISAN
CILACAP~DAYEUHLUHUR~12~CLP02~DAYEUHLUHUR~PANULISAN BARAT
CILACAP~DAYEUHLUHUR~13~CLP02~DAYEUHLUHUR~PANULISAN TIMUR
CILACAP~DAYEUHLUHUR~14~CLP02~DAYEUHLUHUR~SUMPINGHAYU
CILACAP~GANDRUNGMANGU~1~CLP04~GANDRUNGMANGU~BULUSARI
CILACAP~GANDRUNGMANGU~2~CLP04~GANDRUNGMANGU~CINANGSI
CILACAP~GANDRUNGMANGU~3~CLP04~GANDRUNGMANGU~CISUMUR
CILACAP~GANDRUNGMANGU~4~CLP04~GANDRUNGMANGU~GANDRUNGMANGU
CILACAP~GANDRUNGMANGU~5~CLP04~GANDRUNGMANGU~GANDRUNGMANIS
CILACAP~GANDRUNGMANGU~6~CLP04~GANDRUNGMANGU~GINTUNGREJA
CILACAP~GANDRUNGMANGU~7~CLP04~GANDRUNGMANGU~KARANGANYAR
CILACAP~GANDRUNGMANGU~8~CLP04~GANDRUNGMANGU~KARANGGINTUNG
CILACAP~GANDRUNGMANGU~9~CLP04~GANDRUNGMANGU~KERTAJAYA
CILACAP~GANDRUNGMANGU~10~CLP04~GANDRUNGMANGU~LAYANSARI
CILACAP~GANDRUNGMANGU~11~CLP04~GANDRUNGMANGU~MUKTISARI
CILACAP~GANDRUNGMANGU~12~CLP04~GANDRUNGMANGU~RUNGKANG
CILACAP~GANDRUNGMANGU~13~CLP04~GANDRUNGMANGU~SIDAURIP
CILACAP~GANDRUNGMANGU~14~CLP04~GANDRUNGMANGU~WRINGINHARJO
CILACAP~JERUK LEGI~1~CLP05~JERUK LEGI~BREBEG
CILACAP~JERUK LEGI~2~CLP05~JERUK LEGI~CILIBANG
CILACAP~JERUK LEGI~3~CLP05~JERUK LEGI~CITEPUS
CILACAP~JERUK LEGI~4~CLP05~JERUK LEGI~JAMBUSARI
CILACAP~JERUK LEGI~5~CLP05~JERUK LEGI~JERUKLEGI KULON
CILACAP~JERUK LEGI~6~CLP05~JERUK LEGI~JERUKLEGI WETAN
CILACAP~JERUK LEGI~7~CLP05~JERUK LEGI~KARANGKEMIRI
CILACAP~JERUK LEGI~8~CLP05~JERUK LEGI~MENDALA
CILACAP~JERUK LEGI~9~CLP05~JERUK LEGI~PRAPAGAN
CILACAP~JERUK LEGI~10~CLP05~JERUK LEGI~SAWANGAN
CILACAP~JERUK LEGI~11~CLP05~JERUK LEGI~SUMINGKIR
CILACAP~JERUK LEGI~12~CLP05~JERUK LEGI~TRITIH LOR
CILACAP~JERUK LEGI~13~CLP05~JERUK LEGI~TRITIH WETAN
CILACAP~KAMPUNG LAUT~1~CLP04~KAMPUNG LAUT~KLACES
CILACAP~KAMPUNG LAUT~2~CLP04~KAMPUNG LAUT~PANIKEL
CILACAP~KAMPUNG LAUT~3~CLP04~KAMPUNG LAUT~UJUNGALANG
CILACAP~KAMPUNG LAUT~4~CLP04~KAMPUNG LAUT~UJUNGGAGAK
CILACAP~KARANG PUCUNG~1~CLP02~KARANG PUCUNG~BABAKAN
CILACAP~KARANG PUCUNG~2~CLP02~KARANG PUCUNG~BENGBULANG
CILACAP~KARANG PUCUNG~3~CLP02~KARANG PUCUNG~CIDADAP
CILACAP~KARANG PUCUNG~4~CLP02~KARANG PUCUNG~CIPOROS
CILACAP~KARANG PUCUNG~5~CLP02~KARANG PUCUNG~CIRUYUNG
CILACAP~KARANG PUCUNG~6~CLP02~KARANG PUCUNG~GUNUNGTELU
CILACAP~KARANG PUCUNG~7~CLP02~KARANG PUCUNG~KARANGPUCUNG
CILACAP~KARANG PUCUNG~8~CLP02~KARANG PUCUNG~PAMULIHAN
CILACAP~KARANG PUCUNG~9~CLP02~KARANG PUCUNG~PENGAWAREN
CILACAP~KARANG PUCUNG~10~CLP02~KARANG PUCUNG~SIDAMULYA
CILACAP~KARANG PUCUNG~11~CLP02~KARANG PUCUNG~SINDANGBARANG
CILACAP~KARANG PUCUNG~12~CLP02~KARANG PUCUNG~SURUSUNDA
CILACAP~KARANG PUCUNG~13~CLP02~KARANG PUCUNG~TAYEM
CILACAP~KARANG PUCUNG~14~CLP02~KARANG PUCUNG~TAYEMTIMUR
CILACAP~KAWUNGANTEN~1~CLP04~KAWUNGANTEN~BABAKAN
CILACAP~KAWUNGANTEN~2~CLP04~KAWUNGANTEN~BOJONG
CILACAP~KAWUNGANTEN~3~CLP04~KAWUNGANTEN~BRINGKENG
CILACAP~KAWUNGANTEN~4~CLP04~KAWUNGANTEN~GRUGU
CILACAP~KAWUNGANTEN~5~CLP04~KAWUNGANTEN~KALIJERUK
CILACAP~KAWUNGANTEN~6~CLP04~KAWUNGANTEN~KAWUNGANTEN
CILACAP~KAWUNGANTEN~7~CLP04~KAWUNGANTEN~KAWUNGANTEN LOR
CILACAP~KAWUNGANTEN~8~CLP04~KAWUNGANTEN~KUBANGKANGKUNG
CILACAP~KAWUNGANTEN~9~CLP04~KAWUNGANTEN~MENTASAN
CILACAP~KAWUNGANTEN~10~CLP04~KAWUNGANTEN~SARWADADI
CILACAP~KAWUNGANTEN~11~CLP04~KAWUNGANTEN~SIDAURIP
CILACAP~KAWUNGANTEN~12~CLP04~KAWUNGANTEN~UJUNGMANIK
CILACAP~KEDUNGREJA~1~CLP04~KEDUNGREJA~BANGUNREJA
CILACAP~KEDUNGREJA~2~CLP04~KEDUNGREJA~BOJONGSARI
CILACAP~KEDUNGREJA~3~CLP04~KEDUNGREJA~BUMIREJA
CILACAP~KEDUNGREJA~4~CLP04~KEDUNGREJA~CIKLAPA
CILACAP~KEDUNGREJA~5~CLP04~KEDUNGREJA~JATISARI
CILACAP~KEDUNGREJA~6~CLP04~KEDUNGREJA~KALIWUNGU
CILACAP~KEDUNGREJA~7~CLP04~KEDUNGREJA~KEDUNGREJA
CILACAP~KEDUNGREJA~8~CLP04~KEDUNGREJA~REJAMULYA
CILACAP~KEDUNGREJA~9~CLP04~KEDUNGREJA~SIDANEGARA
CILACAP~KEDUNGREJA~10~CLP04~KEDUNGREJA~TAMBAKREJA
CILACAP~KEDUNGREJA~11~CLP04~KEDUNGREJA~TAMBAKSARI
CILACAP~KESUGIHAN~1~CLP05~KESUGIHAN~BULUPAYUNG
CILACAP~KESUGIHAN~2~CLP05~KESUGIHAN~CIWUNI
CILACAP~KESUGIHAN~3~CLP05~KESUGIHAN~DONDONG
CILACAP~KESUGIHAN~4~CLP05~KESUGIHAN~JANGRANA
CILACAP~KESUGIHAN~5~CLP05~KESUGIHAN~KALISABUK
CILACAP~KESUGIHAN~6~CLP05~KESUGIHAN~KARANGJENGKOL
CILACAP~KESUGIHAN~7~CLP05~KESUGIHAN~KARANGKANDRI
CILACAP~KESUGIHAN~8~CLP05~KESUGIHAN~KELENG
CILACAP~KESUGIHAN~9~CLP05~KESUGIHAN~KESUGIHAN
CILACAP~KESUGIHAN~10~CLP05~KESUGIHAN~KESUGIHAN KIDUL
CILACAP~KESUGIHAN~11~CLP05~KESUGIHAN~KURIPAN
CILACAP~KESUGIHAN~12~CLP05~KESUGIHAN~KURIPAN KIDUL
CILACAP~KESUGIHAN~13~CLP05~KESUGIHAN~MENGANTI
CILACAP~KESUGIHAN~14~CLP05~KESUGIHAN~PESANGGRAHAN
CILACAP~KESUGIHAN~15~CLP05~KESUGIHAN~PLANJAN
CILACAP~KESUGIHAN~16~CLP05~KESUGIHAN~SLARANG
CILACAP~KROYA~1~CLP03~KROYA~AYAMALAS
CILACAP~KROYA~2~CLP03~KROYA~BAJING
CILACAP~KROYA~3~CLP03~KROYA~BAJING KULON
CILACAP~KROYA~4~CLP03~KROYA~BUNTU
CILACAP~KROYA~5~CLP03~KROYA~GENTASARI
CILACAP~KROYA~6~CLP03~KROYA~KARANGMANGU
CILACAP~KROYA~7~CLP03~KROYA~KARANGTURI
CILACAP~KROYA~8~CLP03~KROYA~KEDAWUNG
CILACAP~KROYA~9~CLP03~KROYA~KROYA
CILACAP~KROYA~10~CLP03~KROYA~MERGAWATI
CILACAP~KROYA~11~CLP03~KROYA~MUJUR
CILACAP~KROYA~12~CLP03~KROYA~MUJUR LOR
CILACAP~KROYA~13~CLP03~KROYA~PEKUNCEN
CILACAP~KROYA~14~CLP03~KROYA~PESANGGRAHAN
CILACAP~KROYA~15~CLP03~KROYA~PUCUNG KIDUL
CILACAP~KROYA~16~CLP03~KROYA~PUCUNG LOR
CILACAP~KROYA~17~CLP03~KROYA~SIKAMPUH
CILACAP~MAJENANG~1~CLP02~MAJENANG~BENER
CILACAP~MAJENANG~2~CLP02~MAJENANG~BOJA
CILACAP~MAJENANG~3~CLP02~MAJENANG~CIBEUNYING
CILACAP~MAJENANG~4~CLP02~MAJENANG~CILOPADANG
CILACAP~MAJENANG~5~CLP02~MAJENANG~JENANG
CILACAP~MAJENANG~6~CLP02~MAJENANG~MULYADADI
CILACAP~MAJENANG~7~CLP02~MAJENANG~MULYASARI
CILACAP~MAJENANG~8~CLP02~MAJENANG~PADANGJAYA
CILACAP~MAJENANG~9~CLP02~MAJENANG~PADANGSARI
CILACAP~MAJENANG~10~CLP02~MAJENANG~PAHONJEAN
CILACAP~MAJENANG~11~CLP02~MAJENANG~PENGADEGAN
CILACAP~MAJENANG~12~CLP02~MAJENANG~SADABUMI
CILACAP~MAJENANG~13~CLP02~MAJENANG~SADAHAYU
CILACAP~MAJENANG~14~CLP02~MAJENANG~SALEBU
CILACAP~MAJENANG~15~CLP02~MAJENANG~SEPATNUNGGAL
CILACAP~MAJENANG~16~CLP02~MAJENANG~SINDANGSARI
CILACAP~MAJENANG~17~CLP02~MAJENANG~UJUNGBARANG
CILACAP~MAOS~1~CLP05~MAOS~GLEMPANG
CILACAP~MAOS~2~CLP05~MAOS~KALIJARAN
CILACAP~MAOS~3~CLP05~MAOS~KARANGKEMIRI
CILACAP~MAOS~4~CLP05~MAOS~KARANGREJA
CILACAP~MAOS~5~CLP05~MAOS~KARANGRENA
CILACAP~MAOS~6~CLP05~MAOS~KLAPAGADA
CILACAP~MAOS~7~CLP05~MAOS~MAOS KIDUL
CILACAP~MAOS~8~CLP05~MAOS~MAOS LOR
CILACAP~MAOS~9~CLP05~MAOS~MERNEK
CILACAP~MAOS~10~CLP05~MAOS~PENISIHAN
CILACAP~NUSAWUNGU~1~CLP03~NUSAWUNGU~BANJAREJA
CILACAP~NUSAWUNGU~2~CLP03~NUSAWUNGU~BANJARSARI
CILACAP~NUSAWUNGU~3~CLP03~NUSAWUNGU~BANJARWARU
CILACAP~NUSAWUNGU~4~CLP03~NUSAWUNGU~DANASRI
CILACAP~NUSAWUNGU~5~CLP03~NUSAWUNGU~DANASRI KIDUL
CILACAP~NUSAWUNGU~6~CLP03~NUSAWUNGU~DANASRI LOR
CILACAP~NUSAWUNGU~7~CLP03~NUSAWUNGU~JETIS
CILACAP~NUSAWUNGU~8~CLP03~NUSAWUNGU~KARANGPAKIS
CILACAP~NUSAWUNGU~9~CLP03~NUSAWUNGU~KARANGPUTAT
CILACAP~NUSAWUNGU~10~CLP03~NUSAWUNGU~KARANGSEMBUNG
CILACAP~NUSAWUNGU~11~CLP03~NUSAWUNGU~KARANGTAWANG
CILACAP~NUSAWUNGU~12~CLP03~NUSAWUNGU~KEDUNGBENDA
CILACAP~NUSAWUNGU~13~CLP03~NUSAWUNGU~KLUMPRIT
CILACAP~NUSAWUNGU~14~CLP03~NUSAWUNGU~NUSAWANGKAL
CILACAP~NUSAWUNGU~15~CLP03~NUSAWUNGU~NUSAWUNGU
CILACAP~NUSAWUNGU~16~CLP03~NUSAWUNGU~PURWADADI
CILACAP~NUSAWUNGU~17~CLP03~NUSAWUNGU~SIKANCO
CILACAP~PATIMUAN~1~CLP04~PATIMUAN~BULUPAYUNG
CILACAP~PATIMUAN~2~CLP04~PATIMUAN~CIMRUTU
CILACAP~PATIMUAN~3~CLP04~PATIMUAN~CINYAWANG
CILACAP~PATIMUAN~4~CLP04~PATIMUAN~PATIMUAN
CILACAP~PATIMUAN~5~CLP04~PATIMUAN~PURWODADI
CILACAP~PATIMUAN~6~CLP04~PATIMUAN~RAWAAPU
CILACAP~PATIMUAN~7~CLP04~PATIMUAN~SIDAMUKTI
CILACAP~SAMPANG~1~CLP03~SAMPANG~BRANI
CILACAP~SAMPANG~2~CLP03~SAMPANG~KARANGASEM
CILACAP~SAMPANG~3~CLP03~SAMPANG~KARANGJATI
CILACAP~SAMPANG~4~CLP03~SAMPANG~KARANGTENGAH
CILACAP~SAMPANG~5~CLP03~SAMPANG~KETANGGUNG
CILACAP~SAMPANG~6~CLP03~SAMPANG~NUSAJATI
CILACAP~SAMPANG~7~CLP03~SAMPANG~PABERASAN
CILACAP~SAMPANG~8~CLP03~SAMPANG~PAKETINGAN
CILACAP~SAMPANG~9~CLP03~SAMPANG~SAMPANG
CILACAP~SAMPANG~10~CLP03~SAMPANG~SIDASARI
CILACAP~SIDAREJA~1~CLP04~SIDAREJA~GUNUNGREJA
CILACAP~SIDAREJA~2~CLP04~SIDAREJA~KARANGGEDANG
CILACAP~SIDAREJA~3~CLP04~SIDAREJA~KUNCI
CILACAP~SIDAREJA~4~CLP04~SIDAREJA~MARGASARI
CILACAP~SIDAREJA~5~CLP04~SIDAREJA~PENYARANG
CILACAP~SIDAREJA~6~CLP04~SIDAREJA~SIDAMULYA
CILACAP~SIDAREJA~7~CLP04~SIDAREJA~SIDAREJA
CILACAP~SIDAREJA~8~CLP04~SIDAREJA~SUDAGARAN
CILACAP~SIDAREJA~9~CLP04~SIDAREJA~TEGALSARI
CILACAP~SIDAREJA~10~CLP04~SIDAREJA~TINGGARJAYA
CILACAP~WANAREJA~1~CLP02~WANAREJA~CIGINTUNG
CILACAP~WANAREJA~2~CLP02~WANAREJA~LIMBANGAN
CILACAP~WANAREJA~3~CLP02~WANAREJA~ADIMULYA
CILACAP~WANAREJA~4~CLP02~WANAREJA~BANTAR
CILACAP~WANAREJA~5~CLP02~WANAREJA~CILONGKRANG
CILACAP~WANAREJA~6~CLP02~WANAREJA~JAMBU
CILACAP~WANAREJA~7~CLP02~WANAREJA~MADURA
CILACAP~WANAREJA~8~CLP02~WANAREJA~MADUSARI
CILACAP~WANAREJA~9~CLP02~WANAREJA~MAJINGKLAK
CILACAP~WANAREJA~10~CLP02~WANAREJA~MALABAR
CILACAP~WANAREJA~11~CLP02~WANAREJA~PALUGON
CILACAP~WANAREJA~12~CLP02~WANAREJA~PURWASARI
CILACAP~WANAREJA~13~CLP02~WANAREJA~SIDAMULYA
CILACAP~WANAREJA~14~CLP02~WANAREJA~TAMBAKSARI
CILACAP~WANAREJA~15~CLP02~WANAREJA~TARISI
CILACAP~WANAREJA~16~CLP02~WANAREJA~WANAREJA
