NGANJUK~BAGOR~1~NGK01~BAGOR~BAGOR KULON
NGANJUK~BERBEK~3~NGK01~BERBEK~BERBEK
NGANJUK~BERBEK~4~NGK01~BERBEK~BULU
NGANJUK~BERBEK~5~NGK01~BERBEK~CEPOKO
NGANJUK~BERBEK~6~NGK01~BERBEK~GROJOGAN
NGANJUK~BERBEK~7~NGK01~BERBEK~KACANGAN
NGANJUK~BERBEK~8~NGK01~BERBEK~MAGUAN
NGANJUK~BERBEK~9~NGK01~BERBEK~MLILIR
NGANJUK~BERBEK~10~NGK01~BERBEK~NGRAWAN
NGANJUK~BERBEK~11~NGK01~BERBEK~PATRANREJO
NGANJUK~BERBEK~12~NGK01~BERBEK~SALAMROJO
NGANJUK~BERBEK~13~NGK01~BERBEK~SEMARE
NGANJUK~BERBEK~14~NGK01~BERBEK~SENDANG BUMEN
NGANJUK~BERBEK~15~NGK01~BERBEK~SENGKUT
NGANJUK~BERBEK~16~NGK01~BERBEK~SONO PATIK
NGANJUK~BERBEK~17~NGK01~BERBEK~SUMBER URIP
NGANJUK~BERBEK~18~NGK01~BERBEK~SUMBERWINDU
NGANJUK~BERBEK~19~NGK01~BERBEK~TIRIPAN
NGANJUK~GONDANG~1~NGK01~GONDANG~BALONG GEBANG
NGANJUK~GONDANG~2~NGK01~GONDANG~CAMPUR
NGANJUK~GONDANG~3~NGK01~GONDANG~GONDANG KULON
NGANJUK~GONDANG~4~NGK01~GONDANG~JAAN
NGANJUK~GONDANG~5~NGK01~GONDANG~KARANGSEMI
NGANJUK~GONDANG~6~NGK01~GONDANG~KEDUNG GLUGU
NGANJUK~GONDANG~7~NGK01~GONDANG~KETAWANG
NGANJUK~GONDANG~8~NGK01~GONDANG~LOSARI
NGANJUK~GONDANG~9~NGK01~GONDANG~MOJOSETO
NGANJUK~GONDANG~10~NGK01~GONDANG~NGLINGGO
NGANJUK~GONDANG~11~NGK01~GONDANG~NGUJUNG
NGANJUK~GONDANG~12~NGK01~GONDANG~PANDEAN
NGANJUK~GONDANG~13~NGK01~GONDANG~SANGGRAHAN
NGANJUK~GONDANG~14~NGK01~GONDANG~SENGGOWAR
NGANJUK~GONDANG~15~NGK01~GONDANG~SENJAYAN
NGANJUK~GONDANG~16~NGK01~GONDANG~SUMBER AGUNG
NGANJUK~GONDANG~17~NGK01~GONDANG~SUMBERJO
NGANJUK~JATIKALEN~1~NGK02~JATIKALEN~BEGENDENG
NGANJUK~JATIKALEN~2~NGK02~JATIKALEN~DAWUHAN
NGANJUK~JATIKALEN~3~NGK02~JATIKALEN~DLURU
NGANJUK~JATIKALEN~4~NGK02~JATIKALEN~GONDANG WETAN
NGANJUK~JATIKALEN~5~NGK02~JATIKALEN~JATIKALEN
NGANJUK~JATIKALEN~6~NGK02~JATIKALEN~LUMPANG KUWIK
NGANJUK~JATIKALEN~7~NGK02~JATIKALEN~MUNUNG
NGANJUK~JATIKALEN~8~NGK02~JATIKALEN~NGASEM
NGANJUK~JATIKALEN~9~NGK02~JATIKALEN~PERNING
NGANJUK~JATIKALEN~10~NGK02~JATIKALEN~PULE
NGANJUK~JATIKALEN~11~NGK02~JATIKALEN~PULOWETAN
NGANJUK~KERTOSONO~1~NGK02~KERTOSONO~BANARAN
NGANJUK~KERTOSONO~2~NGK02~KERTOSONO~KUDU
NGANJUK~KERTOSONO~3~NGK02~KERTOSONO~KUTOREJO
NGANJUK~KERTOSONO~4~NGK02~KERTOSONO~PELEM
NGANJUK~KERTOSONO~5~NGK02~KERTOSONO~BANGSRI
NGANJUK~KERTOSONO~6~NGK02~KERTOSONO~DRENGES
NGANJUK~KERTOSONO~7~NGK02~KERTOSONO~JUWONO
NGANJUK~KERTOSONO~8~NGK02~KERTOSONO~KALIANYAR
NGANJUK~KERTOSONO~9~NGK02~KERTOSONO~KEPUH
NGANJUK~KERTOSONO~10~NGK02~KERTOSONO~LAMBANG KUNING
NGANJUK~KERTOSONO~11~NGK02~KERTOSONO~NGLAWAK
NGANJUK~KERTOSONO~12~NGK02~KERTOSONO~PANDAN TOYO
NGANJUK~KERTOSONO~13~NGK02~KERTOSONO~TANJUNG
NGANJUK~KERTOSONO~14~NGK02~KERTOSONO~TEMBARAK
NGANJUK~LENGKONG~1~NGK02~LENGKONG~BALONG ASEM
NGANJUK~LENGKONG~2~NGK02~LENGKONG~BANGGLE
NGANJUK~LENGKONG~3~NGK02~LENGKONG~BANJAR DOWO
NGANJUK~LENGKONG~4~NGK02~LENGKONG~JATI PUNGGUR
NGANJUK~LENGKONG~5~NGK02~LENGKONG~JEGREG
NGANJUK~LENGKONG~6~NGK02~LENGKONG~KEDUNG MLATEN
NGANJUK~LENGKONG~7~NGK02~LENGKONG~KETANDAN
NGANJUK~LENGKONG~8~NGK02~LENGKONG~LENGKONG
NGANJUK~LENGKONG~9~NGK02~LENGKONG~NGEPUNG
NGANJUK~LENGKONG~10~NGK02~LENGKONG~NGRINGIN
NGANJUK~LENGKONG~11~NGK02~LENGKONG~PINGGIR
NGANJUK~LENGKONG~12~NGK02~LENGKONG~PRAYUNGAN
NGANJUK~LENGKONG~13~NGK02~LENGKONG~SAWAHAN
NGANJUK~LENGKONG~14~NGK02~LENGKONG~SUMBER KEPUH
NGANJUK~LENGKONG~15~NGK02~LENGKONG~SUMBERMIRI
NGANJUK~LENGKONG~16~NGK02~LENGKONG~SUMBERSONO
NGANJUK~LOCERET~1~NGK01~LOCERET~BAJULAN
NGANJUK~LOCERET~2~NGK01~LOCERET~CANDIREJO
NGANJUK~LOCERET~3~NGK01~LOCERET~GEJAGAN
NGANJUK~LOCERET~4~NGK01~LOCERET~GENJENG
NGANJUK~LOCERET~5~NGK01~LOCERET~GODEAN
NGANJUK~LOCERET~6~NGK01~LOCERET~JATIREJO
NGANJUK~LOCERET~7~NGK01~LOCERET~KARANGSONO
NGANJUK~LOCERET~8~NGK01~LOCERET~KENEP
NGANJUK~LOCERET~9~NGK01~LOCERET~KWAGEAN
NGANJUK~LOCERET~10~NGK01~LOCERET~LOCERET
NGANJUK~LOCERET~11~NGK01~LOCERET~MACANAN
NGANJUK~LOCERET~12~NGK01~LOCERET~MUNGKUNG
NGANJUK~LOCERET~13~NGK01~LOCERET~NGEPEH
NGANJUK~LOCERET~14~NGK01~LOCERET~NGLABAN
NGANJUK~LOCERET~15~NGK01~LOCERET~PATIHAN
NGANJUK~LOCERET~16~NGK01~LOCERET~PUTUKREJO
NGANJUK~LOCERET~17~NGK01~LOCERET~SEKARAN
NGANJUK~LOCERET~18~NGK01~LOCERET~SOMBRON
NGANJUK~LOCERET~19~NGK01~LOCERET~SUKOREJO
NGANJUK~LOCERET~20~NGK01~LOCERET~TANJUNGREJO
NGANJUK~LOCERET~21~NGK01~LOCERET~TEKEN GLAGAHAN
NGANJUK~LOCERET~22~NGK01~LOCERET~TEMPEL WETAN
NGANJUK~NGANJUK~1~NGK01~NGANJUK~KAUMAN
NGANJUK~NGANJUK~2~NGK01~NGANJUK~BEGADUNG
NGANJUK~NGANJUK~3~NGK01~NGANJUK~BOGO
NGANJUK~NGANJUK~4~NGK01~NGANJUK~CANGKRINGAN
NGANJUK~NGANJUK~5~NGK01~NGANJUK~JATIREJO
NGANJUK~NGANJUK~6~NGK01~NGANJUK~JATIREJO I
NGANJUK~NGANJUK~7~NGK01~NGANJUK~KARTOHARJO
NGANJUK~NGANJUK~8~NGK01~NGANJUK~PLOSO
NGANJUK~NGANJUK~9~NGK01~NGANJUK~PLOSO I
NGANJUK~NGANJUK~10~NGK01~NGANJUK~PAYAMAN
NGANJUK~NGANJUK~11~NGK01~NGANJUK~BALONG PACUL
NGANJUK~NGANJUK~12~NGK01~NGANJUK~GANUNG KIDUL
NGANJUK~NGANJUK~13~NGK01~NGANJUK~KEDUNG DOWO
NGANJUK~NGANJUK~14~NGK01~NGANJUK~KRAMAT
NGANJUK~NGANJUK~15~NGK01~NGANJUK~MANGUN DIKARAN
NGANJUK~NGANJUK~16~NGK01~NGANJUK~RINGIN ANOM
NGANJUK~NGANJUK~17~NGK01~NGANJUK~WERUNGOTOK
NGANJUK~NGETOS~1~NGK01~NGETOS~BLONGKO
NGANJUK~NGETOS~2~NGK01~NGETOS~KEPEL
NGANJUK~NGETOS~3~NGK01~NGETOS~KLODAN
NGANJUK~NGETOS~4~NGK01~NGETOS~KUNCIR
NGANJUK~NGETOS~5~NGK01~NGETOS~KWEDEN
NGANJUK~NGETOS~6~NGK01~NGETOS~MOJODUWUR
NGANJUK~NGETOS~7~NGK01~NGETOS~NGETOS
NGANJUK~NGETOS~8~NGK01~NGETOS~OROORO OMBO
NGANJUK~NGETOS~9~NGK01~NGETOS~SURU
NGANJUK~NGLUYU~1~NGK01~NGLUYU~BAJANG
NGANJUK~NGLUYU~2~NGK01~NGLUYU~GAMPENG
NGANJUK~NGLUYU~3~NGK01~NGLUYU~LENGKONG LOR
NGANJUK~NGLUYU~4~NGK01~NGLUYU~NGLUYU
NGANJUK~NGLUYU~5~NGK01~NGLUYU~SUGIHWARAS
NGANJUK~NGLUYU~6~NGK01~NGLUYU~TEMPURAN
NGANJUK~NGRONGGOT~1~NGK02~NGRONGGOT~BANJAR SARI
NGANJUK~NGRONGGOT~2~NGK02~NGRONGGOT~BETET
NGANJUK~NGRONGGOT~3~NGK02~NGRONGGOT~CENGKOK
NGANJUK~NGRONGGOT~4~NGK02~NGRONGGOT~DADAPAN
NGANJUK~NGRONGGOT~5~NGK02~NGRONGGOT~JUWET
NGANJUK~NGRONGGOT~6~NGK02~NGRONGGOT~KALI ANYAR
NGANJUK~NGRONGGOT~7~NGK02~NGRONGGOT~KALORAN
NGANJUK~NGRONGGOT~8~NGK02~NGRONGGOT~KELUTAN
NGANJUK~NGRONGGOT~9~NGK02~NGRONGGOT~KLURAHAN
NGANJUK~NGRONGGOT~10~NGK02~NGRONGGOT~MOJOKENDIL
NGANJUK~NGRONGGOT~11~NGK02~NGRONGGOT~NGRONGGOT
NGANJUK~NGRONGGOT~12~NGK02~NGRONGGOT~TANJUNG KALANG
NGANJUK~NGRONGGOT~13~NGK02~NGRONGGOT~TRAYANG
NGANJUK~PACE~1~NGK01~PACE~GONDANG
NGANJUK~PACE~2~NGK01~PACE~BABADAN
NGANJUK~PACE~3~NGK01~PACE~BANARAN
NGANJUK~PACE~4~NGK01~PACE~BATEMBAT
NGANJUK~PACE~5~NGK01~PACE~BODOR
NGANJUK~PACE~6~NGK01~PACE~CERME
NGANJUK~PACE~7~NGK01~PACE~GEMENGGENG
NGANJUK~PACE~8~NGK01~PACE~JAMPES
NGANJUK~PACE~9~NGK01~PACE~JATIGREGES
NGANJUK~PACE~10~NGK01~PACE~JETIS
NGANJUK~PACE~11~NGK01~PACE~JOHO
NGANJUK~PACE~12~NGK01~PACE~KECUBUNG
NGANJUK~PACE~13~NGK01~PACE~KEPANJEN
NGANJUK~PACE~14~NGK01~PACE~MLANDANGAN
NGANJUK~PACE~15~NGK01~PACE~PACE WETAN
NGANJUK~PACE~16~NGK01~PACE~PACEKULON
NGANJUK~PACE~17~NGK01~PACE~PLOSOHARJO
NGANJUK~PACE~18~NGK01~PACE~SANAN
NGANJUK~PATIANROWO~1~NGK02~PATIANROWO~BABADAN
NGANJUK~PATIANROWO~2~NGK02~PATIANROWO~BUKUR
NGANJUK~PATIANROWO~3~NGK02~PATIANROWO~LESTARI
NGANJUK~PATIANROWO~4~NGK02~PATIANROWO~NGEPUNG
NGANJUK~PATIANROWO~5~NGK02~PATIANROWO~NGROMBOT
NGANJUK~PATIANROWO~6~NGK02~PATIANROWO~PAKUNCEN
NGANJUK~PATIANROWO~7~NGK02~PATIANROWO~PATIANROWO
NGANJUK~PATIANROWO~8~NGK02~PATIANROWO~PECUK
NGANJUK~PATIANROWO~9~NGK02~PATIANROWO~PISANG
NGANJUK~PATIANROWO~10~NGK02~PATIANROWO~ROWOMARTO
NGANJUK~PATIANROWO~11~NGK02~PATIANROWO~TIRTOBINANGUN
NGANJUK~PRAMBON~1~NGK02~PRAMBON~BALETURI
NGANJUK~PRAMBON~2~NGK02~PRAMBON~BANDUNG
NGANJUK~PRAMBON~3~NGK02~PRAMBON~GONDANGLEGI
NGANJUK~PRAMBON~4~NGK02~PRAMBON~KURUNGREJO
NGANJUK~PRAMBON~5~NGK02~PRAMBON~MOJO AGUNG
NGANJUK~PRAMBON~6~NGK02~PRAMBON~NGLAWAK
NGANJUK~PRAMBON~7~NGK02~PRAMBON~ROWOHARJO
NGANJUK~PRAMBON~8~NGK02~PRAMBON~SANGGRAHAN
NGANJUK~PRAMBON~9~NGK02~PRAMBON~SINGKAL ANYAR
NGANJUK~PRAMBON~10~NGK02~PRAMBON~SONO AGENG
NGANJUK~PRAMBON~11~NGK02~PRAMBON~SUGIHWARAS
NGANJUK~PRAMBON~12~NGK02~PRAMBON~TANJUNG TANI
NGANJUK~PRAMBON~13~NGK02~PRAMBON~TEGARON
NGANJUK~PRAMBON~14~NGK02~PRAMBON~WATU DANDANG
NGANJUK~REJOSO~1~NGK01~REJOSO~BANJAREJO
NGANJUK~REJOSO~2~NGK01~REJOSO~BENDA ASRI
NGANJUK~REJOSO~3~NGK01~REJOSO~GEMPOL
NGANJUK~REJOSO~4~NGK01~REJOSO~JATIREJO
NGANJUK~REJOSO~5~NGK01~REJOSO~JINTEL
NGANJUK~REJOSO~6~NGK01~REJOSO~KEDUNG PADANG
NGANJUK~REJOSO~7~NGK01~REJOSO~KLAGEN
NGANJUK~REJOSO~8~NGK01~REJOSO~MLORAH
NGANJUK~REJOSO~9~NGK01~REJOSO~MOJOREMBUN
NGANJUK~REJOSO~10~NGK01~REJOSO~MUNGKUNG
NGANJUK~REJOSO~11~NGK01~REJOSO~MUSIR KIDUL
NGANJUK~REJOSO~12~NGK01~REJOSO~MUSIR LOR
NGANJUK~REJOSO~13~NGK01~REJOSO~NGADIBOYO
NGANJUK~REJOSO~14~NGK01~REJOSO~NGANGKATAN
NGANJUK~REJOSO~15~NGK01~REJOSO~PUH KEREP
NGANJUK~REJOSO~16~NGK01~REJOSO~REJOSO
NGANJUK~REJOSO~17~NGK01~REJOSO~SAMBI KEREP
NGANJUK~REJOSO~18~NGK01~REJOSO~SETREN
NGANJUK~REJOSO~19~NGK01~REJOSO~SIDOKARE
NGANJUK~REJOSO~20~NGK01~REJOSO~SUKOREJO
NGANJUK~REJOSO~21~NGK01~REJOSO~TALANG
NGANJUK~REJOSO~22~NGK01~REJOSO~TALUN
NGANJUK~REJOSO~23~NGK01~REJOSO~TRITIK
NGANJUK~REJOSO~24~NGK01~REJOSO~WENGKAL
NGANJUK~SAWAHAN~1~NGK01~SAWAHAN~BARENG
NGANJUK~SAWAHAN~2~NGK01~SAWAHAN~BENDOLO
NGANJUK~SAWAHAN~3~NGK01~SAWAHAN~DUREN
NGANJUK~SAWAHAN~4~NGK01~SAWAHAN~KEBON AGUNG
NGANJUK~SAWAHAN~5~NGK01~SAWAHAN~MARGOPATUT
NGANJUK~SAWAHAN~6~NGK01~SAWAHAN~NGLIMAN
NGANJUK~SAWAHAN~7~NGK01~SAWAHAN~SAWAHAN
NGANJUK~SAWAHAN~8~NGK01~SAWAHAN~SIDOREJO
NGANJUK~SAWAHAN~9~NGK01~SAWAHAN~SIWALAN
NGANJUK~SUKOMORO~1~NGK01~SUKOMORO~BAGOR WETAN
NGANJUK~SUKOMORO~2~NGK01~SUKOMORO~BLITARAN
NGANJUK~SUKOMORO~3~NGK01~SUKOMORO~BUNGUR
NGANJUK~SUKOMORO~4~NGK01~SUKOMORO~KAPAS
NGANJUK~SUKOMORO~5~NGK01~SUKOMORO~KAPAS I
NGANJUK~SUKOMORO~6~NGK01~SUKOMORO~KEDUNG SOKO
NGANJUK~SUKOMORO~7~NGK01~SUKOMORO~NGLUNDO
NGANJUK~SUKOMORO~8~NGK01~SUKOMORO~NGRAMI
NGANJUK~SUKOMORO~9~NGK01~SUKOMORO~NGRENGKET
NGANJUK~SUKOMORO~10~NGK01~SUKOMORO~PEHSERUT
NGANJUK~SUKOMORO~11~NGK01~SUKOMORO~PUTREN
NGANJUK~SUKOMORO~12~NGK01~SUKOMORO~SUKOMORO
NGANJUK~SUKOMORO~13~NGK01~SUKOMORO~SUMENGKO
NGANJUK~SUKOMORO~14~NGK01~SUKOMORO~SUMENGKO I
NGANJUK~TANJUNGANOM~1~NGK02~TANJUNGANOM~BANJAR ANYAR
NGANJUK~TANJUNGANOM~2~NGK02~TANJUNGANOM~DEMANGAN
NGANJUK~TANJUNGANOM~3~NGK02~TANJUNGANOM~GETAS
NGANJUK~TANJUNGANOM~4~NGK02~TANJUNGANOM~JOGOMERTO
NGANJUK~TANJUNGANOM~5~NGK02~TANJUNGANOM~KAMPUNGBARU
NGANJUK~TANJUNGANOM~6~NGK02~TANJUNGANOM~KEDUNG OMBO
NGANJUK~TANJUNGANOM~7~NGK02~TANJUNGANOM~KEDUNGREJO
NGANJUK~TANJUNGANOM~8~NGK02~TANJUNGANOM~MALANGSARI
NGANJUK~TANJUNGANOM~9~NGK02~TANJUNGANOM~NGADIREJO
NGANJUK~TANJUNGANOM~10~NGK02~TANJUNGANOM~SAMBIREJO
NGANJUK~TANJUNGANOM~11~NGK02~TANJUNGANOM~SIDOHARJO
NGANJUK~TANJUNGANOM~12~NGK02~TANJUNGANOM~SIDOMULYO
NGANJUK~TANJUNGANOM~13~NGK02~TANJUNGANOM~SONOBEKEL
NGANJUK~TANJUNGANOM~14~NGK02~TANJUNGANOM~SUMBERKEPUH
NGANJUK~TANJUNGANOM~15~NGK02~TANJUNGANOM~SUMBERKEPUH I
NGANJUK~TANJUNGANOM~16~NGK02~TANJUNGANOM~SUMBERMULYO
NGANJUK~TANJUNGANOM~17~NGK02~TANJUNGANOM~TANJUNG ANOM
NGANJUK~TANJUNGANOM~18~NGK02~TANJUNGANOM~WARUJAYENG
NGANJUK~TANJUNGANOM~19~NGK02~TANJUNGANOM~WATES
NGANJUK~WILANGAN~1~NGK01~WILANGAN~MANCON
NGANJUK~WILANGAN~2~NGK01~WILANGAN~NGADIPIRO
NGANJUK~WILANGAN~3~NGK01~WILANGAN~NGUDIKAN
NGANJUK~WILANGAN~4~NGK01~WILANGAN~SUDIMOROHARJO
NGANJUK~WILANGAN~5~NGK01~WILANGAN~SUKOHARJO
NGANJUK~WILANGAN~6~NGK01~WILANGAN~WILANGAN
