MAMASA~ARALLE~1~PMA01~ARALLE~ARALLE
MAMASA~PANA~5~PMA01~PANA~PANA
MAMASA~PANA~6~PMA01~PANA~PANURA
MAMASA~PANA~7~PMA01~PANA~SALOAN
MAMASA~PANA~8~PMA01~PANA~SALUTAMBUN
MAMASA~PANA~9~PMA01~PANA~SAPAN SAPANG
MAMASA~PANA~10~PMA01~PANA~TALLANG BULAWAN
MAMASA~PANA~11~PMA01~PANA~ULU SALU INDAH
MAMASA~PANA~12~PMA01~PANA~ULUSALU
MAMASA~RANTEBULAHAN TIMUR~1~PMA01~RANTEBULAHAN TIMUR~BAMBANG BUDA
MAMASA~RANTEBULAHAN TIMUR~2~PMA01~RANTEBULAHAN TIMUR~BUANGIN
MAMASA~RANTEBULAHAN TIMUR~3~PMA01~RANTEBULAHAN TIMUR~KIRAK
MAMASA~RANTEBULAHAN TIMUR~4~PMA01~RANTEBULAHAN TIMUR~LEKO
MAMASA~RANTEBULAHAN TIMUR~5~PMA01~RANTEBULAHAN TIMUR~SALU MOKANAN
MAMASA~RANTEBULAHAN TIMUR~6~PMA01~RANTEBULAHAN TIMUR~SALUBANUA SELATAN
MAMASA~RANTEBULAHAN TIMUR~7~PMA01~RANTEBULAHAN TIMUR~SALUMOKANAN BARAT
MAMASA~RANTEBULAHAN TIMUR~8~PMA01~RANTEBULAHAN TIMUR~SALUMOKANAN UTARA
MAMASA~SESENA PADANG~1~PMA01~SESENA PADANG~ELURAHAN/DESA LISUAN ADA
MAMASA~SESENA PADANG~2~PMA01~SESENA PADANG~MALIMBONG
MAMASA~SESENA PADANG~3~PMA01~SESENA PADANG~MARAMPAN
MAMASA~SESENA PADANG~4~PMA01~SESENA PADANG~MELLANGKENA PADANG MALENGKENA PADANG
MAMASA~SESENA PADANG~5~PMA01~SESENA PADANG~OROBUA
MAMASA~SESENA PADANG~6~PMA01~SESENA PADANG~OROBUA SELATAN
MAMASA~SESENA PADANG~7~PMA01~SESENA PADANG~OROBUA TIMUR
MAMASA~SESENA PADANG~8~PMA01~SESENA PADANG~PALADAN
MAMASA~SESENA PADANG~9~PMA01~SESENA PADANG~RANTE PUANG
MAMASA~SESENA PADANG~10~PMA01~SESENA PADANG~SATANETEAN
MAMASA~SUMARORONG~1~PMA01~SUMARORONG~BANEA
MAMASA~SUMARORONG~2~PMA01~SUMARORONG~BATANGURU
MAMASA~SUMARORONG~3~PMA01~SUMARORONG~BATANGURU TIMUR
MAMASA~SUMARORONG~4~PMA01~SUMARORONG~RANTE KAMASE
MAMASA~SUMARORONG~5~PMA01~SUMARORONG~SALUBALO
MAMASA~SUMARORONG~6~PMA01~SUMARORONG~SASAKAN
MAMASA~SUMARORONG~7~PMA01~SUMARORONG~SIBANAWA
MAMASA~SUMARORONG~8~PMA01~SUMARORONG~SUMARORONG
MAMASA~SUMARORONG~9~PMA01~SUMARORONG~TABONE
MAMASA~SUMARORONG~10~PMA01~SUMARORONG~TADISI
MAMASA~TABANG~1~PMA01~TABANG~BAKADISURA
MAMASA~TABANG~2~PMA01~TABANG~KALAMA
MAMASA~TABANG~3~PMA01~TABANG~MASUPPU
MAMASA~TABANG~4~PMA01~TABANG~SALUKONA
MAMASA~TABANG~5~PMA01~TABANG~TABANG
MAMASA~TABANG~6~PMA01~TABANG~TABANG BARAT
MAMASA~TABANG~7~PMA01~TABANG~TADOKKALUA TADO KALUA
MAMASA~TABULAHAN~1~PMA01~TABULAHAN~BURANA
MAMASA~TABULAHAN~2~PMA01~TABULAHAN~GANDANG DEWATA
MAMASA~TABULAHAN~3~PMA01~TABULAHAN~LAKAHANG
MAMASA~TABULAHAN~4~PMA01~TABULAHAN~LAKAHANG UTAMA
MAMASA~TABULAHAN~5~PMA01~TABULAHAN~MALATIRO
MAMASA~TABULAHAN~6~PMA01~TABULAHAN~PANGANDARAN
MAMASA~TABULAHAN~7~PMA01~TABULAHAN~PERIANGAN
MAMASA~TABULAHAN~8~PMA01~TABULAHAN~SALUBAKA SALUBAKKA
MAMASA~TABULAHAN~9~PMA01~TABULAHAN~SALULEANG
MAMASA~TABULAHAN~10~PMA01~TABULAHAN~TABULAHAN
MAMASA~TABULAHAN~11~PMA01~TABULAHAN~TALOPAK
MAMASA~TABULAHAN~12~PMA01~TABULAHAN~TAMPAK KURRA
MAMASA~TABULAHAN~13~PMA01~TABULAHAN~TAORA
MAMASA~TABULAHAN~14~PMA01~TABULAHAN~TIMORO
MAMASA~TANDUK KALUA~1~PMA01~TANDUK KALUA~BALA BATU
MAMASA~TANDUK KALUA~2~PMA01~TANDUK KALUA~KANAN
MAMASA~TANDUK KALUA~3~PMA01~TANDUK KALUA~MALABO
MAMASA~TANDUK KALUA~4~PMA01~TANDUK KALUA~MANNABABA
MAMASA~TANDUK KALUA~5~PMA01~TANDUK KALUA~MESAKADA
MAMASA~TANDUK KALUA~6~PMA01~TANDUK KALUA~MINAKE
MAMASA~TANDUK KALUA~7~PMA01~TANDUK KALUA~PAMBE
MAMASA~TANDUK KALUA~8~PMA01~TANDUK KALUA~PARONDO BULAWAN
MAMASA~TANDUK KALUA~9~PMA01~TANDUK KALUA~SALURANO
MAMASA~TANDUK KALUA~10~PMA01~TANDUK KALUA~SINDAGAMANIK
MAMASA~TANDUK KALUA~11~PMA01~TANDUK KALUA~TALIMBUNG
MAMASA~TANDUK KALUA~12~PMA01~TANDUK KALUA~TAMALANTIK
MAMASA~TAWALIAN~1~PMA01~TAWALIAN~KARIANGO
MAMASA~TAWALIAN~2~PMA01~TAWALIAN~RANTE TANGNGA
MAMASA~TAWALIAN~3~PMA01~TAWALIAN~TAWALIAN
MAMASA~TAWALIAN~4~PMA01~TAWALIAN~TAWALIAN TIMUR
