MAPPI~ASSUE~1~MAP01~ASSUE~ABOGE
MAPPI~NAMBIOMAN BAPAI~20~MAP01~NAMBIOMAN BAPAI~UPIN
MAPPI~NAMBIOMAN BAPAI~21~MAP01~NAMBIOMAN BAPAI~WAGHAIN BAWAH
MAPPI~NAMBIOMAN BAPAI~22~MAP01~NAMBIOMAN BAPAI~WAGIN
MAPPI~NAMBIOMAN BAPAI~23~MAP01~NAMBIOMAN BAPAI~WAMAN
MAPPI~NAMBIOMAN BAPAI~24~MAP01~NAMBIOMAN BAPAI~YATAN
MAPPI~OBAA~1~MAP01~OBAA~BAGARAM
MAPPI~OBAA~2~MAP01~OBAA~DAGIMON
MAPPI~OBAA~3~MAP01~OBAA~EMETE
MAPPI~OBAA~4~MAP01~OBAA~ENEM
MAPPI~OBAA~5~MAP01~OBAA~GAUDA
MAPPI~OBAA~6~MAP01~OBAA~KADAM AYIMOYIM
MAPPI~OBAA~7~MAP01~OBAA~KAIME
MAPPI~OBAA~8~MAP01~OBAA~KEPI
MAPPI~OBAA~9~MAP01~OBAA~KOGO
MAPPI~OBAA~10~MAP01~OBAA~KOTIAK
MAPPI~OBAA~11~MAP01~OBAA~KOTUP XOTUP
MAPPI~OBAA~12~MAP01~OBAA~MAPPI BAWAH
MAPPI~OBAA~13~MAP01~OBAA~MENYA
MAPPI~OBAA~14~MAP01~OBAA~MUIN
MAPPI~OBAA~15~MAP01~OBAA~NOHON
MAPPI~OBAA~16~MAP01~OBAA~OBAA
MAPPI~OBAA~17~MAP01~OBAA~PIAI
MAPPI~OBAA~18~MAP01~OBAA~RAYAM
MAPPI~OBAA~19~MAP01~OBAA~REP
MAPPI~OBAA~20~MAP01~OBAA~RIMBA JAYA GAYU
MAPPI~OBAA~21~MAP01~OBAA~SEPOH
MAPPI~OBAA~22~MAP01~OBAA~SOBA
MAPPI~OBAA~23~MAP01~OBAA~TAIM PASUE
MAPPI~OBAA~24~MAP01~OBAA~TOKOM TOGHOM
MAPPI~OBAA~25~MAP01~OBAA~TOKOMPATU THOKOMPATU
MAPPI~OBAA~26~MAP01~OBAA~WAIRU MAIRU
MAPPI~OBAA~27~MAP01~OBAA~WANGGATE
MAPPI~OBAA~28~MAP01~OBAA~YAMUI
MAPPI~PASSUE~1~MAP01~PASSUE~PASSUE
MAPPI~VENAHA~1~MAP01~VENAHA~VENAHA
