GOWA~BAJENG~1~SGM01~BAJENG~BONE
GOWA~BONTOMARANNU~4~SGM01~BONTOMARANNU~MATA ALLO
GOWA~BONTOMARANNU~5~SGM01~BONTOMARANNU~NIRANNUANG
GOWA~BONTOMARANNU~6~SGM01~BONTOMARANNU~PAKATTO
GOWA~BONTOMARANNU~7~SGM01~BONTOMARANNU~ROMANG LOMPOA
GOWA~BONTOMARANNU~8~SGM01~BONTOMARANNU~ROMANGLOE
GOWA~BONTOMARANNU~9~SGM01~BONTOMARANNU~SOKKOLIA
GOWA~BONTONOMPO~1~SGM01~BONTONOMPO~BAREMBENG
GOWA~BONTONOMPO~2~SGM01~BONTONOMPO~BATEGULUNG
GOWA~BONTONOMPO~3~SGM01~BONTONOMPO~BONTOBIRAENG
GOWA~BONTONOMPO~4~SGM01~BONTONOMPO~BONTOBIRAENG SELATAN
GOWA~BONTONOMPO~5~SGM01~BONTONOMPO~BONTOLANGKASA SELATAN
GOWA~BONTONOMPO~6~SGM01~BONTONOMPO~BONTOLANGKASA UTARA
GOWA~BONTONOMPO~7~SGM01~BONTONOMPO~BONTONOMPO
GOWA~BONTONOMPO~8~SGM01~BONTONOMPO~BULOGADING
GOWA~BONTONOMPO~9~SGM01~BONTONOMPO~KALASERENA
GOWA~BONTONOMPO~10~SGM01~BONTONOMPO~KALEBAREMBENG
GOWA~BONTONOMPO~11~SGM01~BONTONOMPO~KATANGKA
GOWA~BONTONOMPO~12~SGM01~BONTONOMPO~MANJAPAI
GOWA~BONTONOMPO~13~SGM01~BONTONOMPO~ROMANGLASA
GOWA~BONTONOMPO~14~SGM01~BONTONOMPO~TAMALLAYANG
GOWA~BONTONOMPO SELATAN~1~SGM01~BONTONOMPO SELATAN~BONTORAMBA
GOWA~BONTONOMPO SELATAN~2~SGM01~BONTONOMPO SELATAN~BONTOSUNGGU
GOWA~BONTONOMPO SELATAN~3~SGM01~BONTONOMPO SELATAN~JIPANG
GOWA~BONTONOMPO SELATAN~4~SGM01~BONTONOMPO SELATAN~PABUNDUKANG
GOWA~BONTONOMPO SELATAN~5~SGM01~BONTONOMPO SELATAN~SALAJENGKI SALAJANGKI
GOWA~BONTONOMPO SELATAN~6~SGM01~BONTONOMPO SELATAN~SALAJO
GOWA~BONTONOMPO SELATAN~7~SGM01~BONTONOMPO SELATAN~SENGKA
GOWA~BONTONOMPO SELATAN~8~SGM01~BONTONOMPO SELATAN~TANRARA
GOWA~BONTONOMPO SELATAN~9~SGM01~BONTONOMPO SELATAN~TINDANG
GOWA~BUNGAYA~1~SGM01~BUNGAYA~BISSOLORO
GOWA~BUNGAYA~2~SGM01~BUNGAYA~BONTOMANAI
GOWA~BUNGAYA~3~SGM01~BUNGAYA~BUAKKANG
GOWA~BUNGAYA~4~SGM01~BUNGAYA~JENEBATU
GOWA~BUNGAYA~5~SGM01~BUNGAYA~MANGEMPANG
GOWA~BUNGAYA~6~SGM01~BUNGAYA~RANNALOE
GOWA~BUNGAYA~7~SGM01~BUNGAYA~SAPAYA
GOWA~MANUJU~1~SGM01~MANUJU~BILALANG BILLANG
GOWA~MANUJU~2~SGM01~MANUJU~MANUJU
GOWA~MANUJU~3~SGM01~MANUJU~MONCONGLOE
GOWA~MANUJU~4~SGM01~MANUJU~PATTALLIKANG
GOWA~MANUJU~5~SGM01~MANUJU~TAMALATEA
GOWA~MANUJU~6~SGM01~MANUJU~TANAKKARAENG
GOWA~MANUJU~7~SGM01~MANUJU~TASSESE
GOWA~PALLANGGA~1~SGM01~PALLANGGA~BONTOALA
GOWA~PALLANGGA~2~SGM01~PALLANGGA~BONTORAMBA
GOWA~PALLANGGA~3~SGM01~PALLANGGA~BUNGAEJAYA
GOWA~PALLANGGA~4~SGM01~PALLANGGA~JENETALLASA
GOWA~PALLANGGA~5~SGM01~PALLANGGA~JULUBORI
GOWA~PALLANGGA~6~SGM01~PALLANGGA~JULUKANAYA
GOWA~PALLANGGA~7~SGM01~PALLANGGA~JULUPAMAI
GOWA~PALLANGGA~8~SGM01~PALLANGGA~KAMPILI
GOWA~PALLANGGA~9~SGM01~PALLANGGA~MANGALILI
GOWA~PALLANGGA~10~SGM01~PALLANGGA~PALLANGGA
GOWA~PALLANGGA~11~SGM01~PALLANGGA~PANAKKUKANG
GOWA~PALLANGGA~12~SGM01~PALLANGGA~PANGKABINANGA
GOWA~PALLANGGA~13~SGM01~PALLANGGA~PARANG BANOA
GOWA~PALLANGGA~14~SGM01~PALLANGGA~TAENG
GOWA~PALLANGGA~15~SGM01~PALLANGGA~TETEBATU
GOWA~PALLANGGA~16~SGM01~PALLANGGA~TODDOTOA
GOWA~PARANGLOE~1~SGM01~PARANGLOE~BELABORI
GOWA~PARANGLOE~2~SGM01~PARANGLOE~BELAPUNRANGA
GOWA~PARANGLOE~3~SGM01~PARANGLOE~BILALANG
GOWA~PARANGLOE~4~SGM01~PARANGLOE~BONTOKASSI
GOWA~PARANGLOE~5~SGM01~PARANGLOE~BONTOPARANG
GOWA~PARANGLOE~6~SGM01~PARANGLOE~BORISALO BORISALLO
GOWA~PARANGLOE~7~SGM01~PARANGLOE~LANNA
GOWA~PARANGLOE~8~SGM01~PARANGLOE~LONJOBOKO
GOWA~PARIGI~1~SGM01~PARIGI~BILANRENGI
GOWA~PARIGI~2~SGM01~PARIGI~JONJO
GOWA~PARIGI~3~SGM01~PARIGI~MAJANNANG
GOWA~PARIGI~4~SGM01~PARIGI~MANIMBAHOI
GOWA~PARIGI~5~SGM01~PARIGI~SICINI
GOWA~PATTALASSANG~1~SGM01~PATTALASSANG~BORONG PA LALA
GOWA~PATTALASSANG~2~SGM01~PATTALASSANG~JENEMADINGING
GOWA~PATTALASSANG~3~SGM01~PATTALASSANG~PACELLEKANG
GOWA~PATTALASSANG~4~SGM01~PATTALASSANG~PANAIKANG
GOWA~PATTALASSANG~5~SGM01~PATTALASSANG~PATTALASSANG
GOWA~PATTALASSANG~6~SGM01~PATTALASSANG~SUNGGUMANAI
GOWA~PATTALASSANG~7~SGM01~PATTALASSANG~TIMBUSENG
GOWA~PATTALASSANG~8~SGM01~PATTALASSANG~PALANTIKANG PALLANTIKANG
GOWA~SOMBA OPU~1~SGM01~SOMBA OPU~BONTO BONTOA
GOWA~SOMBA OPU~2~SGM01~SOMBA OPU~SUNGGUMINASA
GOWA~SOMBA OPU~3~SGM01~SOMBA OPU~TAMARUNANG
GOWA~SOMBA OPU~4~SGM01~SOMBA OPU~TOMPOBALANG
GOWA~SOMBA OPU~5~SGM01~SOMBA OPU~PACCINONGAN
GOWA~SOMBA OPU~6~SGM01~SOMBA OPU~SAMATA
GOWA~SOMBA OPU~7~SGM01~SOMBA OPU~KATANGKA
GOWA~SOMBA OPU~8~SGM01~SOMBA OPU~TOMBOLO
GOWA~SOMBA OPU~9~SGM01~SOMBA OPU~PANDANG PANDANG
GOWA~SOMBA OPU~10~SGM01~SOMBA OPU~KALEGOWA
GOWA~SOMBA OPU~11~SGM01~SOMBA OPU~BATANGKALUKU
GOWA~SOMBA OPU~12~SGM01~SOMBA OPU~ROMANGPOLONG
GOWA~SOMBA OPU~13~SGM01~SOMBA OPU~BONTORAMBA
GOWA~SOMBA OPU~14~SGM01~SOMBA OPU~MAWANG
GOWA~TINGGIMONCONG~1~SGM01~TINGGIMONCONG~BONTO LERUNG
GOWA~TINGGIMONCONG~2~SGM01~TINGGIMONCONG~BULUTTANA BULUTANA
GOWA~TINGGIMONCONG~3~SGM01~TINGGIMONCONG~GANTARANG
GOWA~TINGGIMONCONG~4~SGM01~TINGGIMONCONG~GARASSI
GOWA~TINGGIMONCONG~5~SGM01~TINGGIMONCONG~MALINO
GOWA~TINGGIMONCONG~6~SGM01~TINGGIMONCONG~PARIGI
GOWA~TINGGIMONCONG~7~SGM01~TINGGIMONCONG~PATTAPANG
GOWA~TOMBOLO PAO~1~SGM01~TOMBOLO PAO~BALASSUKA
GOWA~TOMBOLO PAO~2~SGM01~TOMBOLO PAO~BOLAROMANG
GOWA~TOMBOLO PAO~3~SGM01~TOMBOLO PAO~ERELEMBANG
GOWA~TOMBOLO PAO~4~SGM01~TOMBOLO PAO~KANREAPIA
GOWA~TOMBOLO PAO~5~SGM01~TOMBOLO PAO~MAMAMPANG
GOWA~TOMBOLO PAO~6~SGM01~TOMBOLO PAO~PAO
GOWA~TOMBOLO PAO~7~SGM01~TOMBOLO PAO~TABBINJAI
GOWA~TOMBOLO PAO~8~SGM01~TOMBOLO PAO~TAMAONA
GOWA~TOMBOLO PAO~9~SGM01~TOMBOLO PAO~TONASA
GOWA~TOMPOBULU~1~SGM01~TOMPOBULU~BONTOBUDDUNG
GOWA~TOMPOBULU~2~SGM01~TOMPOBULU~CIKORO
GOWA~TOMPOBULU~3~SGM01~TOMPOBULU~DATARA
GOWA~TOMPOBULU~4~SGM01~TOMPOBULU~GARING
GOWA~TOMPOBULU~5~SGM01~TOMPOBULU~MALAKAJI
GOWA~TOMPOBULU~6~SGM01~TOMPOBULU~RAPPOALA
GOWA~TOMPOBULU~7~SGM01~TOMPOBULU~RAPPOLEMBA
GOWA~TOMPOBULU~8~SGM01~TOMPOBULU~TANETE
