KONAWE~ABUKI~1~UNH01~ABUKI~ABUKI
KONAWE~ANGGABERI~2~UNH01~ANGGABERI~UNAASI
KONAWE~ANGGABERI~3~UNH01~ANGGABERI~ANGGABERI
KONAWE~ANGGABERI~4~UNH01~ANGGABERI~ANDABIA
KONAWE~ANGGABERI~5~UNH01~ANGGABERI~LAWULO
KONAWE~ASINUA~1~UNH01~ASINUA~AMBODIAA
KONAWE~ASINUA~2~UNH01~ASINUA~ANGOHI
KONAWE~ASINUA~3~UNH01~ASINUA~ASINUA JAYA
KONAWE~ASINUA~4~UNH01~ASINUA~LASADA
KONAWE~ASINUA~5~UNH01~ASINUA~NEKUDU
KONAWE~BESULUTU~1~UNH01~BESULUTU~AMOSILU
KONAWE~BESULUTU~2~UNH01~BESULUTU~ANDOMESIMINGGU
KONAWE~BESULUTU~3~UNH01~BESULUTU~ASUNDE
KONAWE~BESULUTU~4~UNH01~BESULUTU~BESULUTU
KONAWE~BESULUTU~5~UNH01~BESULUTU~LABELA
KONAWE~BESULUTU~6~UNH01~BESULUTU~LALOUMERA
KONAWE~BESULUTU~7~UNH01~BESULUTU~LAWONUA
KONAWE~BESULUTU~8~UNH01~BESULUTU~ONEMBUTE
KONAWE~BESULUTU~9~UNH01~BESULUTU~PUULOWARU
KONAWE~BESULUTU~10~UNH01~BESULUTU~RANOMOLUA
KONAWE~BESULUTU~11~UNH01~BESULUTU~SILEA
KONAWE~BESULUTU~12~UNH01~BESULUTU~ULUPAHARA ULUPOHARA
KONAWE~BONDOALA~1~UNH01~BONDOALA~BESU
KONAWE~BONDOALA~2~UNH01~BONDOALA~DIOLO
KONAWE~BONDOALA~3~UNH01~BONDOALA~LALONGGALUKU
KONAWE~BONDOALA~4~UNH01~BONDOALA~LAOSU
KONAWE~BONDOALA~5~UNH01~BONDOALA~MENDIKONU
KONAWE~BONDOALA~6~UNH01~BONDOALA~MOROSI
KONAWE~BONDOALA~7~UNH01~BONDOALA~PAKU
KONAWE~BONDOALA~8~UNH01~BONDOALA~PAKU JAYA
KONAWE~BONDOALA~9~UNH01~BONDOALA~PEBUNOOHA
KONAWE~BONDOALA~10~UNH01~BONDOALA~PEBUNOOHA DALAM
KONAWE~BONDOALA~11~UNH01~BONDOALA~PUURUI PUURUY
KONAWE~BONDOALA~12~UNH01~BONDOALA~TANGGOBU
KONAWE~BONDOALA~13~UNH01~BONDOALA~TONDOWATU
KONAWE~BONDOALA~14~UNH01~BONDOALA~WONUA MORINI
KONAWE~BONDOALA~15~UNH01~BONDOALA~RUMBIA
KONAWE~KAPOYALA~1~UNH01~KAPOYALA~KAPOYALA KAPOI ALA
KONAWE~KAPOYALA~2~UNH01~KAPOYALA~LABOTOY
KONAWE~KAPOYALA~3~UNH01~KAPOYALA~LALIMBUE
KONAWE~KAPOYALA~4~UNH01~KAPOYALA~LALIMBUE JAYA
KONAWE~KAPOYALA~5~UNH01~KAPOYALA~LAMENDORA
KONAWE~KAPOYALA~6~UNH01~KAPOYALA~MUARA SAMPARA
KONAWE~KAPOYALA~7~UNH01~KAPOYALA~PEREOA
KONAWE~KAPOYALA~8~UNH01~KAPOYALA~SAMBARAASI
KONAWE~KAPOYALA~9~UNH01~KAPOYALA~SAMPARA/MOROSI
KONAWE~KAPOYALA~10~UNH01~KAPOYALA~TANI INDAH
KONAWE~KAPOYALA~11~UNH01~KAPOYALA~ULU LALIMBUE
KONAWE~KECAMATAN~1~UNH01~KECAMATAN~BUNGGUOSU
KONAWE~KECAMATAN~2~UNH01~KECAMATAN~HUDOA
KONAWE~KECAMATAN~3~UNH01~KECAMATAN~KONAWE
KONAWE~KECAMATAN~4~UNH01~KECAMATAN~MOKOWU
KONAWE~KECAMATAN~5~UNH01~KECAMATAN~SANGGONA
KONAWE~KECAMATAN~6~UNH01~KECAMATAN~TAWANGA
KONAWE~KECAMATAN~7~UNH01~KECAMATAN~TUDAONE
KONAWE~KECAMATAN~8~UNH01~KECAMATAN~UELAWU
KONAWE~KECAMATAN~9~UNH01~KECAMATAN~UETE
KONAWE~LAMBUYA~1~UNH01~LAMBUYA~AMBERI
KONAWE~LAMBUYA~2~UNH01~LAMBUYA~ASAKI ISAKI
KONAWE~LAMBUYA~3~UNH01~LAMBUYA~AWULITI WAWULITI
KONAWE~LAMBUYA~4~UNH01~LAMBUYA~KUMAPO
KONAWE~LAMBUYA~5~UNH01~LAMBUYA~LAMBUYA
KONAWE~LAMBUYA~6~UNH01~LAMBUYA~MATAIWOI
KONAWE~LAMBUYA~7~UNH01~LAMBUYA~MERAKA
KONAWE~LAMBUYA~8~UNH01~LAMBUYA~NAPOOSI
KONAWE~LAMBUYA~9~UNH01~LAMBUYA~ONEMBUTE
KONAWE~LAMBUYA~10~UNH01~LAMBUYA~SILAE/SILEA
KONAWE~LAMBUYA~11~UNH01~LAMBUYA~TANGGOBU
KONAWE~LAMBUYA~12~UNH01~LAMBUYA~TRIMULYA
KONAWE~LAMBUYA~13~UNH01~LAMBUYA~ULU MERAKA SUKAMAJU
KONAWE~LAMBUYA~14~UNH01~LAMBUYA~WANUAHOA
KONAWE~LAMBUYA~15~UNH01~LAMBUYA~WATAREMA
KONAWE~LAMBUYA~16~UNH01~LAMBUYA~WAWORAHA
KONAWE~LATOMA~1~UNH01~LATOMA~AMBEKAERI UTAMA
KONAWE~LATOMA~2~UNH01~LATOMA~AMBONIKI
KONAWE~LATOMA~3~UNH01~LATOMA~ANDOLUTO
KONAWE~LATOMA~4~UNH01~LATOMA~ANGONGA
KONAWE~LATOMA~5~UNH01~LATOMA~LALOWATA
KONAWE~LATOMA~6~UNH01~LATOMA~LATOMA JAYA
KONAWE~LATOMA~7~UNH01~LATOMA~NESOWI
KONAWE~LATOMA~8~UNH01~LATOMA~PINOLE
KONAWE~LATOMA~9~UNH01~LATOMA~TITIOWA
KONAWE~LATOMA~10~UNH01~LATOMA~WAWORAHA
KONAWE~LATOMA~11~UNH01~LATOMA~WOWALATOMA
KONAWE~MELUHU~1~UNH01~MELUHU~AHUHU
KONAWE~MELUHU~2~UNH01~MELUHU~AHULOA
KONAWE~MELUHU~3~UNH01~MELUHU~LAMELAY
KONAWE~MELUHU~4~UNH01~MELUHU~LAROWIU
KONAWE~MELUHU~5~UNH01~MELUHU~MELUHU
KONAWE~MELUHU~6~UNH01~MELUHU~TUDAMEASO
KONAWE~MELUHU~7~UNH01~MELUHU~WOERAHI
KONAWE~PONDIDAHA~1~UNH01~PONDIDAHA~AHUAWATU
KONAWE~PONDIDAHA~2~UNH01~PONDIDAHA~AMBULANU AMBU ULANU
KONAWE~PONDIDAHA~3~UNH01~PONDIDAHA~AMESIU
KONAWE~PONDIDAHA~4~UNH01~PONDIDAHA~BELATU
KONAWE~PONDIDAHA~5~UNH01~PONDIDAHA~HONGOA
KONAWE~PONDIDAHA~6~UNH01~PONDIDAHA~LALODANGGE
KONAWE~PONDIDAHA~7~UNH01~PONDIDAHA~LALOIKA
KONAWE~PONDIDAHA~8~UNH01~PONDIDAHA~LALONGGOTOMI
KONAWE~PONDIDAHA~9~UNH01~PONDIDAHA~MUMUN DOWU
KONAWE~PONDIDAHA~10~UNH01~PONDIDAHA~PONDIDAHA
KONAWE~PONDIDAHA~11~UNH01~PONDIDAHA~PUUMBINISI
KONAWE~PONDIDAHA~12~UNH01~PONDIDAHA~SULEMANDARA
KONAWE~PONDIDAHA~13~UNH01~PONDIDAHA~TIRAWUTA
KONAWE~PONDIDAHA~14~UNH01~PONDIDAHA~WAWOLEMO
KONAWE~PONDIDAHA~15~UNH01~PONDIDAHA~WONUAMANDARA
KONAWE~PONDIDAHA~16~UNH01~PONDIDAHA~WOWALAHAMBUTI
KONAWE~PURIALA~1~UNH01~PURIALA~POANAHA PUANAHA
KONAWE~PURIALA~2~UNH01~PURIALA~AHUAWALI
KONAWE~PURIALA~3~UNH01~PURIALA~LALONGGATU
KONAWE~PURIALA~4~UNH01~PURIALA~MOKALELEO
KONAWE~PURIALA~5~UNH01~PURIALA~PURIALA
KONAWE~PURIALA~6~UNH01~PURIALA~PUUSANGI
KONAWE~PURIALA~7~UNH01~PURIALA~SONAI
KONAWE~PURIALA~8~UNH01~PURIALA~TETEWARU
KONAWE~PURIALA~9~UNH01~PURIALA~UNGGULINO
KONAWE~PURIALA~10~UNH01~PURIALA~WATUNDEHOA WATANDEHOA
KONAWE~PURIALA~11~UNH01~PURIALA~WATUSA
KONAWE~PURIALA~12~UNH01~PURIALA~WONUA/WANUA MOROME
KONAWE~ROUTA~1~UNH01~ROUTA~LALOMERUI
KONAWE~ROUTA~2~UNH01~ROUTA~PARUDONGKA
KONAWE~ROUTA~3~UNH01~ROUTA~PUUWIWIRANO
KONAWE~ROUTA~4~UNH01~ROUTA~ROUTA
KONAWE~ROUTA~5~UNH01~ROUTA~TANGGOLA
KONAWE~ROUTA~6~UNH01~ROUTA~TIRAWONUA
KONAWE~ROUTA~7~UNH01~ROUTA~WALANDAWE
KONAWE~SAMPARA~1~UNH01~SAMPARA~ABELI SAWA ABELISAWAH
KONAWE~SAMPARA~2~UNH01~SAMPARA~ANDADOWI
KONAWE~SAMPARA~3~UNH01~SAMPARA~ANDAROA
KONAWE~SAMPARA~4~UNH01~SAMPARA~ANDEPALI
KONAWE~SAMPARA~5~UNH01~SAMPARA~ANGGALOMOARE
KONAWE~SAMPARA~6~UNH01~SAMPARA~BAINI
KONAWE~SAMPARA~7~UNH01~SAMPARA~BAOBAO
KONAWE~SAMPARA~8~UNH01~SAMPARA~BONDOALA
KONAWE~SAMPARA~9~UNH01~SAMPARA~GALU
KONAWE~SAMPARA~10~UNH01~SAMPARA~KONGGAMEA
KONAWE~SAMPARA~11~UNH01~SAMPARA~LAKOMEA
KONAWE~SAMPARA~12~UNH01~SAMPARA~LASOSO
KONAWE~SAMPARA~13~UNH01~SAMPARA~POHARA
KONAWE~SAMPARA~14~UNH01~SAMPARA~POLUA
KONAWE~SAMPARA~15~UNH01~SAMPARA~PUSANGI PUUSANGI
KONAWE~SAMPARA~16~UNH01~SAMPARA~PUULORO
KONAWE~SAMPARA~17~UNH01~SAMPARA~RAWUA
KONAWE~SAMPARA~18~UNH01~SAMPARA~SAMPARA
KONAWE~SAMPARA~19~UNH01~SAMPARA~TABANGGELE
KONAWE~SAMPARA~20~UNH01~SAMPARA~TOTAMBE JAYA
KONAWE~SAMPARA~21~UNH01~SAMPARA~WAWOLIMBUE
KONAWE~SOROPIA~1~UNH01~SOROPIA~ATOWATU
KONAWE~SOROPIA~2~UNH01~SOROPIA~BAJO INDAH
KONAWE~SOROPIA~3~UNH01~SOROPIA~BOKORI
KONAWE~SOROPIA~4~UNH01~SOROPIA~BUMI INDAH
KONAWE~SOROPIA~5~UNH01~SOROPIA~LALOMBODA
KONAWE~SOROPIA~6~UNH01~SOROPIA~LALONGGASU MEETO
KONAWE~SOROPIA~7~UNH01~SOROPIA~MEKAR
KONAWE~SOROPIA~8~UNH01~SOROPIA~NII TANASA
KONAWE~SOROPIA~9~UNH01~SOROPIA~PUUWONUA
KONAWE~SOROPIA~10~UNH01~SOROPIA~RAPAMBINOPAKA
KONAWE~SOROPIA~11~UNH01~SOROPIA~SAPONDA
KONAWE~SOROPIA~12~UNH01~SOROPIA~SAWAPUDO
KONAWE~SOROPIA~13~UNH01~SOROPIA~SOROPIA
KONAWE~SOROPIA~14~UNH01~SOROPIA~SORUE JAYA
KONAWE~SOROPIA~15~UNH01~SOROPIA~TAPULAGA
KONAWE~SOROPIA~16~UNH01~SOROPIA~TOLITOLI
KONAWE~SOROPIA~17~UNH01~SOROPIA~TOOLA WAWO
KONAWE~SOROPIA~18~UNH01~SOROPIA~TORONIPA
KONAWE~SOROPIA~19~UNH01~SOROPIA~WATUNGGARANDU
KONAWE~SOROPIA~20~UNH01~SOROPIA~WAWOMBUNGI
KONAWE~SOROPIA~21~UNH01~SOROPIA~WAWORAHA
KONAWE~TONGAUNA~1~UNH01~TONGAUNA~ALOONA
KONAWE~TONGAUNA~2~UNH01~TONGAUNA~ALUAO
KONAWE~TONGAUNA~3~UNH01~TONGAUNA~AMBEPULU
KONAWE~TONGAUNA~4~UNH01~TONGAUNA~AMBOPI
KONAWE~TONGAUNA~5~UNH01~TONGAUNA~ANDEPAOSANDU
KONAWE~TONGAUNA~6~UNH01~TONGAUNA~ANGOHU
KONAWE~TONGAUNA~7~UNH01~TONGAUNA~ASAO
KONAWE~TONGAUNA~8~UNH01~TONGAUNA~LALINGGOWUNA LALONGGOWUNA
KONAWE~TONGAUNA~9~UNH01~TONGAUNA~MATAIWOI
KONAWE~TONGAUNA~10~UNH01~TONGAUNA~MEKAR SARI
KONAWE~TONGAUNA~11~UNH01~TONGAUNA~MOMEA
KONAWE~TONGAUNA~12~UNH01~TONGAUNA~NAMBEABORU
KONAWE~TONGAUNA~13~UNH01~TONGAUNA~OLUAAO
KONAWE~TONGAUNA~14~UNH01~TONGAUNA~PINNDOMBI PUUDOMBI
KONAWE~TONGAUNA~15~UNH01~TONGAUNA~PUOSU
KONAWE~TONGAUNA~16~UNH01~TONGAUNA~SANUANGGAMO
KONAWE~TONGAUNA~17~UNH01~TONGAUNA~SENDANG MULYASARI
KONAWE~TONGAUNA~18~UNH01~TONGAUNA~TONGAUNA
KONAWE~TONGAUNA~19~UNH01~TONGAUNA~WAWORODA JAYA
KONAWE~UEPAI~1~UNH01~UEPAI~AMAROA
KONAWE~UEPAI~2~UNH01~UEPAI~AMERORO
KONAWE~UEPAI~3~UNH01~UEPAI~ANGGAWO
KONAWE~UEPAI~4~UNH01~UEPAI~ANGGOPIU
KONAWE~UEPAI~5~UNH01~UEPAI~BARUGA
KONAWE~UEPAI~6~UNH01~UEPAI~HUMBOTO
KONAWE~UEPAI~7~UNH01~UEPAI~KASAEDA
KONAWE~UEPAI~8~UNH01~UEPAI~LANGGOMEA
KONAWE~UEPAI~9~UNH01~UEPAI~MATAHOALU
KONAWE~UEPAI~10~UNH01~UEPAI~MOREHE
KONAWE~UEPAI~11~UNH01~UEPAI~OLOOLOHO ALO
KONAWE~UEPAI~12~UNH01~UEPAI~PANGGULAWU
KONAWE~UEPAI~13~UNH01~UEPAI~PUURODAJAYA
KONAWE~UEPAI~14~UNH01~UEPAI~RAWUA
KONAWE~UEPAI~15~UNH01~UEPAI~TAMESANDI
KONAWE~UEPAI~16~UNH01~UEPAI~TANGGONDIPO
KONAWE~UEPAI~17~UNH01~UEPAI~TAWAMELEWE
KONAWE~UEPAI~18~UNH01~UEPAI~TAWAROTEBOTA
KONAWE~UEPAI~19~UNH01~UEPAI~UEPAI
KONAWE~UNAAHA~1~UNH01~UNAAHA~PUUNAAHA
KONAWE~UNAAHA~2~UNH01~UNAAHA~TUMPAS
KONAWE~UNAAHA~3~UNH01~UNAAHA~AROMBU
KONAWE~UNAAHA~4~UNH01~UNAAHA~AMBEKAIRI
KONAWE~UNAAHA~5~UNH01~UNAAHA~LATOMA
KONAWE~UNAAHA~6~UNH01~UNAAHA~TUOY
KONAWE~UNAAHA~7~UNH01~UNAAHA~ASINUA
KONAWE~UNAAHA~8~UNH01~UNAAHA~WAWONGGOLE
KONAWE~UNAAHA~9~UNH01~UNAAHA~UNAAHA
KONAWE~WAWONI~1~UNH01~WAWONI~WAWONI
KONAWE~WAWONII BARAT~1~UNH01~WAWONII BARAT~LAMALUO LAMOLUO
KONAWE~WAWONII BARAT~2~UNH01~WAWONII BARAT~LANGARA BAJO
KONAWE~WAWONII BARAT~3~UNH01~WAWONII BARAT~LANGARA INDAH
KONAWE~WAWONII BARAT~4~UNH01~WAWONII BARAT~LANGARA IWAWO
KONAWE~WAWONII BARAT~5~UNH01~WAWONII BARAT~LANGARA LAUT
KONAWE~WAWONII BARAT~6~UNH01~WAWONII BARAT~MATA BAHO
KONAWE~WAWONII BARAT~7~UNH01~WAWONII BARAT~MATA LANGGARA
KONAWE~WAWONII BARAT~8~UNH01~WAWONII BARAT~WAWOLAA
KONAWE~WAWONII SELATAN~1~UNH01~WAWONII SELATAN~BAKUBAKU
KONAWE~WAWONII SELATAN~2~UNH01~WAWONII SELATAN~BOBOLIO
KONAWE~WAWONII SELATAN~3~UNH01~WAWONII SELATAN~DOMPODOMPO JAYA
KONAWE~WAWONII SELATAN~4~UNH01~WAWONII SELATAN~LAWEY
KONAWE~WAWONII SELATAN~5~UNH01~WAWONII SELATAN~NAMBO JAYA
KONAWE~WAWONII SELATAN~6~UNH01~WAWONII SELATAN~ROKOROKO
KONAWE~WAWONII SELATAN~7~UNH01~WAWONII SELATAN~SAWAEA
KONAWE~WAWONII SELATAN~8~UNH01~WAWONII SELATAN~WAWOUSO
KONAWE~WAWONII SELATAN~9~UNH01~WAWONII SELATAN~WUNGKOLO
KONAWE~WAWONII TENGAH~1~UNH01~WAWONII TENGAH~BATUMEA
KONAWE~WAWONII TENGAH~2~UNH01~WAWONII TENGAH~LAMONGUPA
KONAWE~WAWONII TENGAH~3~UNH01~WAWONII TENGAH~LAMPEAPI
KONAWE~WAWONII TENGAH~4~UNH01~WAWONII TENGAH~LAMPEAPI BARU
KONAWE~WAWONII TENGAH~5~UNH01~WAWONII TENGAH~TUMBUTUMBU JAYA
KONAWE~WAWONII TENGAH~6~UNH01~WAWONII TENGAH~WAWOINDAH
KONAWE~WAWONII TIMUR~1~UNH01~WAWONII TIMUR~DIMBA
KONAWE~WAWONII TIMUR~2~UNH01~WAWONII TIMUR~LADIANTA
KONAWE~WAWONII TIMUR~3~UNH01~WAWONII TIMUR~LEBO
KONAWE~WAWONII TIMUR~4~UNH01~WAWONII TIMUR~MATA DIMBA
KONAWE~WAWONII TIMUR~5~UNH01~WAWONII TIMUR~MOSOLO/MASOLO
KONAWE~WAWONII TIMUR~6~UNH01~WAWONII TIMUR~MUNSE
KONAWE~WAWONII TIMUR~7~UNH01~WAWONII TIMUR~MUNSE INDAH
KONAWE~WAWONII TIMUR~8~UNH01~WAWONII TIMUR~POLARA
KONAWE~WAWONII TIMUR~9~UNH01~WAWONII TIMUR~SINAULU JAYA
KONAWE~WAWONII TIMUR~10~UNH01~WAWONII TIMUR~TANGKOMBUNO
KONAWE~WAWONII TIMUR~11~UNH01~WAWONII TIMUR~TEKONEA
KONAWE~WAWONII TIMUR~12~UNH01~WAWONII TIMUR~TONDONGITO TODONGGITO
KONAWE~WAWONII TIMUR~13~UNH01~WAWONII TIMUR~WAKADAWU
KONAWE~WAWONII UTARA~1~UNH01~WAWONII UTARA~BANGUN MEKAR
KONAWE~WAWONII UTARA~2~UNH01~WAWONII UTARA~DONGKALAEA
KONAWE~WAWONII UTARA~3~UNH01~WAWONII UTARA~LABEAU
KONAWE~WAWONII UTARA~4~UNH01~WAWONII UTARA~LANSILOWO
KONAWE~WAWONII UTARA~5~UNH01~WAWONII UTARA~MATABURANGA
KONAWE~WAWONII UTARA~6~UNH01~WAWONII UTARA~MAWA
KONAWE~WAWONII UTARA~7~UNH01~WAWONII UTARA~NOKO
KONAWE~WAWONII UTARA~8~UNH01~WAWONII UTARA~PALINGI
KONAWE~WAWONII UTARA~9~UNH01~WAWONII UTARA~TOMBAONE
KONAWE~WAWONII UTARA~10~UNH01~WAWONII UTARA~TOMBAONE UTAMA
KONAWE~WAWONII UTARA~11~UNH01~WAWONII UTARA~WAWOEA
KONAWE~WAWONII UTARA~12~UNH01~WAWONII UTARA~WAWOROPE
KONAWE~WAWOTOBI~1~UNH01~WAWOTOBI~ANALAHUMBUTI
KONAWE~WAWOTOBI~2~UNH01~WAWOTOBI~ANGGOTOA
KONAWE~WAWOTOBI~3~UNH01~WAWOTOBI~BOSE BOSE
KONAWE~WAWOTOBI~4~UNH01~WAWOTOBI~HOPAHOPA
KONAWE~WAWOTOBI~5~UNH01~WAWOTOBI~INALAHI
KONAWE~WAWOTOBI~6~UNH01~WAWOTOBI~INOLOBU
KONAWE~WAWOTOBI~7~UNH01~WAWOTOBI~KARANDU
KONAWE~WAWOTOBI~8~UNH01~WAWOTOBI~KASUPUTE
KONAWE~WAWOTOBI~9~UNH01~WAWOTOBI~KORUMBA
KONAWE~WAWOTOBI~10~UNH01~WAWOTOBI~KULAHI
KONAWE~WAWOTOBI~11~UNH01~WAWOTOBI~LALOSABILA
KONAWE~WAWOTOBI~12~UNH01~WAWOTOBI~NARIO INDAH
KONAWE~WAWOTOBI~13~UNH01~WAWOTOBI~NOHU NOHU
KONAWE~WAWOTOBI~14~UNH01~WAWOTOBI~PALARAHI
KONAWE~WAWOTOBI~15~UNH01~WAWOTOBI~PUUSINAUWI
KONAWE~WAWOTOBI~16~UNH01~WAWOTOBI~RANOEYA
KONAWE~WAWOTOBI~17~UNH01~WAWOTOBI~WAWOTOBI
KONAWE~WONGGEDUKU~1~UNH01~WONGGEDUKU~AMBOWIU
KONAWE~WONGGEDUKU~2~UNH01~WONGGEDUKU~BARUGA
KONAWE~WONGGEDUKU~3~UNH01~WONGGEDUKU~BENDEWUTA
KONAWE~WONGGEDUKU~4~UNH01~WONGGEDUKU~DAWIDAWI
KONAWE~WONGGEDUKU~5~UNH01~WONGGEDUKU~DURIASI DURIA ASI
KONAWE~WONGGEDUKU~6~UNH01~WONGGEDUKU~KASUKIA KASUMOKUNI
KONAWE~WONGGEDUKU~7~UNH01~WONGGEDUKU~LAHOTUTU LAHUTUTU
KONAWE~WONGGEDUKU~8~UNH01~WONGGEDUKU~LALOHAO
KONAWE~WONGGEDUKU~9~UNH01~WONGGEDUKU~LALOUSU
KONAWE~WONGGEDUKU~10~UNH01~WONGGEDUKU~LAMBANGI
KONAWE~WONGGEDUKU~11~UNH01~WONGGEDUKU~LAMOKUNI
KONAWE~WONGGEDUKU~12~UNH01~WONGGEDUKU~LANGGONAWE
KONAWE~WONGGEDUKU~13~UNH01~WONGGEDUKU~LINONGGASAI
KONAWE~WONGGEDUKU~14~UNH01~WONGGEDUKU~MASOOSE
KONAWE~WONGGEDUKU~15~UNH01~WONGGEDUKU~POLANDANGI
KONAWE~WONGGEDUKU~16~UNH01~WONGGEDUKU~PUDAY
KONAWE~WONGGEDUKU~17~UNH01~WONGGEDUKU~PUUDURIA
KONAWE~WONGGEDUKU~18~UNH01~WONGGEDUKU~TETEMOTAHA
KONAWE~WONGGEDUKU~19~UNH01~WONGGEDUKU~TETEONA
KONAWE~WONGGEDUKU~20~UNH01~WONGGEDUKU~TOBIMEITA
KONAWE~WONGGEDUKU~21~UNH01~WONGGEDUKU~TOMULIPU
KONAWE~WONGGEDUKU~22~UNH01~WONGGEDUKU~WATURAI
KONAWE~WONGGEDUKU~23~UNH01~WONGGEDUKU~WAWONGGOLE
KONAWE~WONGGEDUKU~24~UNH01~WONGGEDUKU~WAWOONE
KONAWE~WONGGEDUKU~25~UNH01~WONGGEDUKU~WAWOSOLO
KONAWE~WONGGEDUKU~26~UNH01~WONGGEDUKU~WONGGEDUKU
KONAWE~WONGGEDUKU~27~UNH01~WONGGEDUKU~WUKUSAO
