KAB.BIMA~AMBALAWI~1~WHO01~AMBALAWI~KOLE
KAB.BIMA~LAMBU~8~WHO01~LAMBU~NGGELU
KAB.BIMA~LAMBU~9~WHO01~LAMBU~RATO
KAB.BIMA~LAMBU~10~WHO01~LAMBU~SIMPASAI
KAB.BIMA~LAMBU~11~WHO01~LAMBU~SORO
KAB.BIMA~LAMBU~12~WHO01~LAMBU~SUMI
KAB.BIMA~LANGGUDU~1~WHO01~LANGGUDU~DORO O'O
KAB.BIMA~LANGGUDU~2~WHO01~LANGGUDU~DUMU
KAB.BIMA~LANGGUDU~3~WHO01~LANGGUDU~KALODU
KAB.BIMA~LANGGUDU~4~WHO01~LANGGUDU~KANGGA
KAB.BIMA~LANGGUDU~5~WHO01~LANGGUDU~KARAMPI
KAB.BIMA~LANGGUDU~6~WHO01~LANGGUDU~KARUMBU
KAB.BIMA~LANGGUDU~7~WHO01~LANGGUDU~KAWUWU
KAB.BIMA~LANGGUDU~8~WHO01~LANGGUDU~LAJU
KAB.BIMA~LANGGUDU~9~WHO01~LANGGUDU~ROMPO
KAB.BIMA~LANGGUDU~10~WHO01~LANGGUDU~RUPE
KAB.BIMA~LANGGUDU~11~WHO01~LANGGUDU~WADU RUKA
KAB.BIMA~LANGGUDU~12~WHO01~LANGGUDU~WAWORADA
KAB.BIMA~MADAPANGGA~1~WHO01~MADAPANGGA~BOLO
KAB.BIMA~MADAPANGGA~2~WHO01~MADAPANGGA~CAMPA
KAB.BIMA~MADAPANGGA~3~WHO01~MADAPANGGA~DENA
KAB.BIMA~MADAPANGGA~4~WHO01~MADAPANGGA~MANDAWAU
KAB.BIMA~MADAPANGGA~5~WHO01~MADAPANGGA~MONGGO
KAB.BIMA~MADAPANGGA~6~WHO01~MADAPANGGA~MPURI
KAB.BIMA~MADAPANGGA~7~WHO01~MADAPANGGA~NDANO
KAB.BIMA~MADAPANGGA~8~WHO01~MADAPANGGA~RADE
KAB.BIMA~MADAPANGGA~9~WHO01~MADAPANGGA~TONDA
KAB.BIMA~MADAPANGGA~10~WHO01~MADAPANGGA~WORO
KAB.BIMA~MONTA~1~WHO01~MONTA~BARALAU
KAB.BIMA~MONTA~2~WHO01~MONTA~MONTA
KAB.BIMA~MONTA~3~WHO01~MONTA~PELA
KAB.BIMA~MONTA~4~WHO01~MONTA~SEKURU
KAB.BIMA~MONTA~5~WHO01~MONTA~SIE
KAB.BIMA~MONTA~6~WHO01~MONTA~SIMPASAI
KAB.BIMA~MONTA~7~WHO01~MONTA~SONDO
KAB.BIMA~MONTA~8~WHO01~MONTA~TANGGA
KAB.BIMA~MONTA~9~WHO01~MONTA~TANGGA BARU
KAB.BIMA~MONTA~10~WHO01~MONTA~TOLOTANGGA
KAB.BIMA~MONTA~11~WHO01~MONTA~TOLOUWI
KAB.BIMA~MONTA~12~WHO01~MONTA~WILLAMACI
KAB.BIMA~PALIBELO~1~WHO01~PALIBELO~BELO
KAB.BIMA~PALIBELO~2~WHO01~PALIBELO~DORE
KAB.BIMA~PALIBELO~3~WHO01~PALIBELO~NATA
KAB.BIMA~PALIBELO~4~WHO01~PALIBELO~NTONGGU
KAB.BIMA~PALIBELO~5~WHO01~PALIBELO~PANDA
KAB.BIMA~PALIBELO~6~WHO01~PALIBELO~ROI
KAB.BIMA~PALIBELO~7~WHO01~PALIBELO~TEKE
KAB.BIMA~PALIBELO~8~WHO01~PALIBELO~TOLONGONDOA
KAB.BIMA~PALIBELO~9~WHO01~PALIBELO~TONGGORISA
KAB.BIMA~PARADO~1~WHO01~PARADO~KANCA
KAB.BIMA~PARADO~2~WHO01~PARADO~KUTA
KAB.BIMA~PARADO~3~WHO01~PARADO~LERE
KAB.BIMA~PARADO~4~WHO01~PARADO~PARADORATO
KAB.BIMA~PARADO~5~WHO01~PARADO~PARADOWANE
KAB.BIMA~SANGGAR~1~WHO01~SANGGAR~BORO
KAB.BIMA~SANGGAR~2~WHO01~SANGGAR~KORE
KAB.BIMA~SANGGAR~3~WHO01~SANGGAR~OI SARO
KAB.BIMA~SANGGAR~4~WHO01~SANGGAR~PIONG
KAB.BIMA~SANGGAR~5~WHO01~SANGGAR~SANDUE
KAB.BIMA~SANGGAR~6~WHO01~SANGGAR~TALOKO
KAB.BIMA~SAPE~1~WHO01~SAPE~BAJOPULAU
KAB.BIMA~SAPE~2~WHO01~SAPE~BOKE
KAB.BIMA~SAPE~3~WHO01~SAPE~BUGIS
KAB.BIMA~SAPE~4~WHO01~SAPE~BUNCU
KAB.BIMA~SAPE~5~WHO01~SAPE~JIA
KAB.BIMA~SAPE~6~WHO01~SAPE~KOWO
KAB.BIMA~SAPE~7~WHO01~SAPE~LAMERE LAMERA
KAB.BIMA~SAPE~8~WHO01~SAPE~NAE
KAB.BIMA~SAPE~9~WHO01~SAPE~NARU
KAB.BIMA~SAPE~10~WHO01~SAPE~NARU BARAT
KAB.BIMA~SAPE~11~WHO01~SAPE~PARANGINA
KAB.BIMA~SAPE~12~WHO01~SAPE~POJA
KAB.BIMA~SAPE~13~WHO01~SAPE~RAIOI
KAB.BIMA~SAPE~14~WHO01~SAPE~RASABOU
KAB.BIMA~SAPE~15~WHO01~SAPE~SANGIA
KAB.BIMA~SAPE~16~WHO01~SAPE~SARI
KAB.BIMA~SAPE~17~WHO01~SAPE~TANAH PUTIH
KAB.BIMA~SOROMANDI~1~WHO01~SOROMANDI~BAJO
KAB.BIMA~SOROMANDI~2~WHO01~SOROMANDI~KANANTA
KAB.BIMA~SOROMANDI~3~WHO01~SOROMANDI~PUNTI
KAB.BIMA~SOROMANDI~4~WHO01~SOROMANDI~SAI
KAB.BIMA~SOROMANDI~5~WHO01~SOROMANDI~SAMPUNGU
KAB.BIMA~SOROMANDI~6~WHO01~SOROMANDI~WADUKOPA
KAB.BIMA~TAMBORA~1~WHO01~TAMBORA~KAWINDA NAE
KAB.BIMA~TAMBORA~2~WHO01~TAMBORA~KAWINDA TOI
KAB.BIMA~TAMBORA~3~WHO01~TAMBORA~LABUHAN KANANGA
KAB.BIMA~TAMBORA~4~WHO01~TAMBORA~OI BURA
KAB.BIMA~TAMBORA~5~WHO01~TAMBORA~OI PANIHI
KAB.BIMA~WAWO~1~WHO01~WAWO~KAMBILO
KAB.BIMA~WAWO~2~WHO01~WAWO~KOMBO
KAB.BIMA~WAWO~3~WHO01~WAWO~MARIA
KAB.BIMA~WAWO~4~WHO01~WAWO~MARIA UTARA
KAB.BIMA~WAWO~5~WHO01~WAWO~NTORI
KAB.BIMA~WAWO~6~WHO01~WAWO~PESA
KAB.BIMA~WAWO~7~WHO01~WAWO~RABA
KAB.BIMA~WAWO~8~WHO01~WAWO~RIAMAU RIANMAU
KAB.BIMA~WAWO~9~WHO01~WAWO~TARLAWI
KAB.BIMA~WERA~1~WHO01~WERA~BALA
KAB.BIMA~WERA~2~WHO01~WERA~HIDIRASA HADIRASA
KAB.BIMA~WERA~3~WHO01~WERA~NANGA WERA
KAB.BIMA~WERA~4~WHO01~WERA~NTOKE
KAB.BIMA~WERA~5~WHO01~WERA~NUNGGI
KAB.BIMA~WERA~6~WHO01~WERA~OITUI
KAB.BIMA~WERA~7~WHO01~WERA~PAI
KAB.BIMA~WERA~8~WHO01~WERA~SANGIANG
KAB.BIMA~WERA~9~WHO01~WERA~TADEWA
KAB.BIMA~WERA~10~WHO01~WERA~TAWALI
KAB.BIMA~WERA~11~WHO01~WERA~WORA
KAB.BIMA~WOHA~1~WHO01~WOHA~DADIBOU
KAB.BIMA~WOHA~2~WHO01~WOHA~DONGGOBOLO
KAB.BIMA~WOHA~3~WHO01~WOHA~KALAMPA
KAB.BIMA~WOHA~4~WHO01~WOHA~KELI
KAB.BIMA~WOHA~5~WHO01~WOHA~NARU
KAB.BIMA~WOHA~6~WHO01~WOHA~NISA
KAB.BIMA~WOHA~7~WHO01~WOHA~PANDAI
KAB.BIMA~WOHA~8~WHO01~WOHA~PENAPALI
KAB.BIMA~WOHA~9~WHO01~WOHA~RABAKODO
KAB.BIMA~WOHA~10~WHO01~WOHA~RISA
KAB.BIMA~WOHA~11~WHO01~WOHA~SAMILI
KAB.BIMA~WOHA~12~WHO01~WOHA~TALABIU
KAB.BIMA~WOHA~13~WHO01~WOHA~TENGA
KAB.BIMA~WOHA~14~WHO01~WOHA~TENTE
KAB.BIMA~WOHA~15~WHO01~WOHA~WADUWANI
