CALANG~JAYA~1~CLG01~JAYA~ALUE MIE
CALANG~SAMPOINIET~22~CLG01~SAMPOINIET~KUALA LIGAN
CALANG~SAMPOINIET~23~CLG01~SAMPOINIET~MASEN
CALANG~SAMPOINIET~24~CLG01~SAMPOINIET~MATAIE
CALANG~SAMPOINIET~25~CLG01~SAMPOINIET~MEUNASAH KULAM
CALANG~SAMPOINIET~26~CLG01~SAMPOINIET~PAJAR
CALANG~SAMPOINIET~27~CLG01~SAMPOINIET~PANTON KRUENG
CALANG~SAMPOINIET~28~CLG01~SAMPOINIET~PATEK
CALANG~SAMPOINIET~29~CLG01~SAMPOINIET~PAYA SANTEUT
CALANG~SAMPOINIET~30~CLG01~SAMPOINIET~PULO RAYA
CALANG~SAMPOINIET~31~CLG01~SAMPOINIET~RANTO SABON
CALANG~SAMPOINIET~32~CLG01~SAMPOINIET~REUNTANG
CALANG~SAMPOINIET~33~CLG01~SAMPOINIET~SAYEUNG
CALANG~SAMPOINIET~34~CLG01~SAMPOINIET~SEUMANTOK
CALANG~SAMPOINIET~35~CLG01~SAMPOINIET~UJONG RIMBA
CALANG~SAMPOINIET~36~CLG01~SAMPOINIET~LAM TEUNGOH
CALANG~SAMPOINIET~37~CLG01~SAMPOINIET~LHOK
CALANG~SETIA BAKTI~1~CLG01~SETIA BAKTI~GAMPONG BARO
CALANG~SETIA BAKTI~2~CLG01~SETIA BAKTI~GAMPONG BAROH
CALANG~SETIA BAKTI~3~CLG01~SETIA BAKTI~GLE SUBAK
CALANG~SETIA BAKTI~4~CLG01~SETIA BAKTI~GUNONG MEUNASAH
CALANG~SETIA BAKTI~5~CLG01~SETIA BAKTI~LHOK BOT
CALANG~SETIA BAKTI~6~CLG01~SETIA BAKTI~LHOK BUYA
CALANG~SETIA BAKTI~7~CLG01~SETIA BAKTI~LHOK GEULUMPANG
CALANG~SETIA BAKTI~8~CLG01~SETIA BAKTI~LHOK TIMON
CALANG~SETIA BAKTI~9~CLG01~SETIA BAKTI~PADANG
CALANG~SETIA BAKTI~10~CLG01~SETIA BAKTI~PANTE KUYUN
CALANG~SETIA BAKTI~11~CLG01~SETIA BAKTI~PAYA LAUT
CALANG~SETIA BAKTI~12~CLG01~SETIA BAKTI~SAPEK
CALANG~SETIA BAKTI~13~CLG01~SETIA BAKTI~SAWANG
CALANG~TEUNOM~1~CLG01~TEUNOM~ALUE AMBANG
CALANG~TEUNOM~2~CLG01~TEUNOM~ALUE JANG'
CALANG~TEUNOM~3~CLG01~TEUNOM~ALUE KRUENG
CALANG~TEUNOM~4~CLG01~TEUNOM~ALUE MEURAKSA
CALANG~TEUNOM~5~CLG01~TEUNOM~ALUE PUNTI
CALANG~TEUNOM~6~CLG01~TEUNOM~BATEE-ROO
CALANG~TEUNOM~7~CLG01~TEUNOM~BINTAH
CALANG~TEUNOM~8~CLG01~TEUNOM~BLANG BARO
CALANG~TEUNOM~9~CLG01~TEUNOM~BUKET KEUMUNENG
CALANG~TEUNOM~10~CLG01~TEUNOM~CEURACEU
CALANG~TEUNOM~11~CLG01~TEUNOM~COT TRAP
CALANG~TEUNOM~12~CLG01~TEUNOM~GAMPONG BARO
CALANG~TEUNOM~13~CLG01~TEUNOM~KEUDE TEUNOM
CALANG~TEUNOM~14~CLG01~TEUNOM~KREUNG BEUKAH
CALANG~TEUNOM~15~CLG01~TEUNOM~KUBU
CALANG~TEUNOM~16~CLG01~TEUNOM~LHOK GUCI
CALANG~TEUNOM~17~CLG01~TEUNOM~LUENG GAYO
CALANG~TEUNOM~18~CLG01~TEUNOM~PADANG KLENG
CALANG~TEUNOM~19~CLG01~TEUNOM~PANTON
CALANG~TEUNOM~20~CLG01~TEUNOM~PASI GEULIMA
CALANG~TEUNOM~21~CLG01~TEUNOM~PASI PAWANG
CALANG~TEUNOM~22~CLG01~TEUNOM~PASI TEUBEE
CALANG~TEUNOM~23~CLG01~TEUNOM~PASI TIMON
CALANG~TEUNOM~24~CLG01~TEUNOM~PASI TULAK BALA
CALANG~TEUNOM~25~CLG01~TEUNOM~PAYA BARO
CALANG~TEUNOM~26~CLG01~TEUNOM~PULO TINGGI
CALANG~TEUNOM~27~CLG01~TEUNOM~RAMBONG PAYONG
CALANG~TEUNOM~28~CLG01~TEUNOM~SARAH RAYA
CALANG~TEUNOM~29~CLG01~TEUNOM~SEUMIRA
CALANG~TEUNOM~30~CLG01~TEUNOM~SEUNEUBOK PADANG
CALANG~TEUNOM~31~CLG01~TEUNOM~TANOH ANOU
CALANG~TEUNOM~32~CLG01~TEUNOM~TANOH MANYANG
CALANG~TEUNOM~33~CLG01~TEUNOM~TEUPIN ARA
CALANG~TEUNOM~34~CLG01~TEUNOM~TIM PLEUNG
CALANG~TEUNOM~35~CLG01~TEUNOM~TUWI KAREUNG
CALANG~TEUNOM~36~CLG01~TEUNOM~TUWI PERYA
CALANG~TEUNOM~37~CLG01~TEUNOM~WEU GAJAH
