WAJO~BELAWA~1~SEK01~BELAWA~LEPPANGENG
WAJO~MANIANG PAJO~7~SEK01~MANIANG PAJO~SOGI
WAJO~MANIANG PAJO~8~SEK01~MANIANG PAJO~TANGKOLI
WAJO~PAMMANA~1~SEK01~PAMMANA~ABBANUANGE
WAJO~PAMMANA~2~SEK01~PAMMANA~CINA
WAJO~PAMMANA~3~SEK01~PAMMANA~KAMPIRI
WAJO~PAMMANA~4~SEK01~PAMMANA~LAGOSI
WAJO~PAMMANA~5~SEK01~PAMMANA~LAMPULUNG
WAJO~PAMMANA~6~SEK01~PAMMANA~LAPAUKKE
WAJO~PAMMANA~7~SEK01~PAMMANA~LEMPA
WAJO~PAMMANA~8~SEK01~PAMMANA~PALLAWARUKKA
WAJO~PAMMANA~9~SEK01~PAMMANA~PAMMANA
WAJO~PAMMANA~10~SEK01~PAMMANA~PATILA
WAJO~PAMMANA~11~SEK01~PAMMANA~SIMPURSIA SIMPURUSIA
WAJO~PAMMANA~12~SEK01~PAMMANA~TADANG PALIE
WAJO~PAMMANA~13~SEK01~PAMMANA~TOBATANG
WAJO~PAMMANA~14~SEK01~PAMMANA~WATAMPANUA
WAJO~PAMMANA~15~SEK01~PAMMANA~WECUDAI
WAJO~PENRANG~1~SEK01~PENRANG~BENTENG
WAJO~PENRANG~2~SEK01~PENRANG~DOPING
WAJO~PENRANG~3~SEK01~PENRANG~LAWESSO
WAJO~PENRANG~4~SEK01~PENRANG~MAKMUR
WAJO~PENRANG~5~SEK01~PENRANG~PADAELO
WAJO~PENRANG~6~SEK01~PENRANG~PENRANG
WAJO~PENRANG~7~SEK01~PENRANG~RADDAE
WAJO~PENRANG~8~SEK01~PENRANG~TADANG PALIE
WAJO~PENRANG~9~SEK01~PENRANG~TEMMABARANG
WAJO~PENRANG~10~SEK01~PENRANG~WALANGA
WAJO~PITUMPANUA~1~SEK02~PITUMPANUA~ABBANDERANGNGE
WAJO~PITUMPANUA~2~SEK02~PITUMPANUA~ALESILURUNGE
WAJO~PITUMPANUA~3~SEK02~PITUMPANUA~BATU
WAJO~PITUMPANUA~4~SEK02~PITUMPANUA~BENTENG
WAJO~PITUMPANUA~5~SEK02~PITUMPANUA~BULETE
WAJO~PITUMPANUA~6~SEK02~PITUMPANUA~LAUWA
WAJO~PITUMPANUA~7~SEK02~PITUMPANUA~LOMPOLOANG
WAJO~PITUMPANUA~8~SEK02~PITUMPANUA~MARANNU
WAJO~PITUMPANUA~9~SEK02~PITUMPANUA~SIMPELLU
WAJO~PITUMPANUA~10~SEK02~PITUMPANUA~SIWA
WAJO~PITUMPANUA~11~SEK02~PITUMPANUA~TANGKORO
WAJO~PITUMPANUA~12~SEK02~PITUMPANUA~TANRONGI
WAJO~PITUMPANUA~13~SEK02~PITUMPANUA~TELLESANG
WAJO~PITUMPANUA~14~SEK02~PITUMPANUA~TOBARAKKA
WAJO~SABBANG PARU~1~SEK01~SABBANG PARU~BENTENG LOMPOE
WAJO~SABBANG PARU~2~SEK01~SABBANG PARU~BILA
WAJO~SABBANG PARU~3~SEK01~SABBANG PARU~LIU
WAJO~SABBANG PARU~4~SEK01~SABBANG PARU~MALLUSESALO
WAJO~SABBANG PARU~5~SEK01~SABBANG PARU~PALLIMAE
WAJO~SABBANG PARU~6~SEK01~SABBANG PARU~PASAKA
WAJO~SABBANG PARU~7~SEK01~SABBANG PARU~SALOTENGNGA
WAJO~SABBANG PARU~8~SEK01~SABBANG PARU~SOMPE
WAJO~SABBANG PARU~9~SEK01~SABBANG PARU~TADANGPALIE
WAJO~SABBANG PARU~10~SEK01~SABBANG PARU~TOLOTENRENG TALOTENRENG
WAJO~SABBANG PARU~11~SEK01~SABBANG PARU~UGI
WAJO~SABBANG PARU~12~SEK01~SABBANG PARU~UJUNGPERO
WAJO~SABBANG PARU~13~SEK01~SABBANG PARU~WAGE
WAJO~SABBANG PARU~14~SEK01~SABBANG PARU~WALENNAE WALENAE
WAJO~SABBANG PARU~15~SEK01~SABBANG PARU~WORONGNGE
WAJO~SAJOANGING~1~SEK02~SAJOANGING~AKKAJENG
WAJO~SAJOANGING~2~SEK02~SAJOANGING~AKKOTENGENG
WAJO~SAJOANGING~3~SEK02~SAJOANGING~ALEWADENG
WAJO~SAJOANGING~4~SEK02~SAJOANGING~ASSORAJANGE
WAJO~SAJOANGING~5~SEK02~SAJOANGING~BARANGMAMASE
WAJO~SAJOANGING~6~SEK02~SAJOANGING~MINANGAE
WAJO~SAJOANGING~7~SEK02~SAJOANGING~SAKKOLI
WAJO~SAJOANGING~8~SEK02~SAJOANGING~SALOBULO
WAJO~SAJOANGING~9~SEK02~SAJOANGING~TOWALIDA
WAJO~TAKKALALLA~1~SEK01~TAKKALALLA~AJURAJA
WAJO~TAKKALALLA~2~SEK01~TAKKALALLA~ALUPPANG
WAJO~TAKKALALLA~3~SEK01~TAKKALALLA~BOCCO
WAJO~TAKKALALLA~4~SEK01~TAKKALALLA~BOTTO
WAJO~TAKKALALLA~5~SEK01~TAKKALALLA~CEPPAGA
WAJO~TAKKALALLA~6~SEK01~TAKKALALLA~LAGOARI
WAJO~TAKKALALLA~7~SEK01~TAKKALALLA~LAMARUA
WAJO~TAKKALALLA~8~SEK01~TAKKALALLA~LEWENG
WAJO~TAKKALALLA~9~SEK01~TAKKALALLA~MANYILI
WAJO~TAKKALALLA~10~SEK01~TAKKALALLA~PANTAI TIMUR
WAJO~TAKKALALLA~11~SEK01~TAKKALALLA~PARIGI
WAJO~TAKKALALLA~12~SEK01~TAKKALALLA~PENEKI
WAJO~TAKKALALLA~13~SEK01~TAKKALALLA~SORO
WAJO~TANA SITOLO~1~SEK01~TANA SITOLO~ASSORAJANG
WAJO~TANA SITOLO~2~SEK01~TANA SITOLO~BARU TANCUNG
WAJO~TANA SITOLO~3~SEK01~TANA SITOLO~INALIPUE
WAJO~TANA SITOLO~4~SEK01~TANA SITOLO~LOWA
WAJO~TANA SITOLO~5~SEK01~TANA SITOLO~MANNAGAE
WAJO~TANA SITOLO~6~SEK01~TANA SITOLO~MAPPADAELO
WAJO~TANA SITOLO~7~SEK01~TANA SITOLO~MARIO
WAJO~TANA SITOLO~8~SEK01~TANA SITOLO~NEPO
WAJO~TANA SITOLO~9~SEK01~TANA SITOLO~PAJALELE
WAJO~TANA SITOLO~10~SEK01~TANA SITOLO~PAKKANNA
WAJO~TANA SITOLO~11~SEK01~TANA SITOLO~PALIPPU
WAJO~TANA SITOLO~12~SEK01~TANA SITOLO~PINCENGPUTE
WAJO~TANA SITOLO~13~SEK01~TANA SITOLO~TANCUNG
WAJO~TANA SITOLO~14~SEK01~TANA SITOLO~TONRALIPUE
WAJO~TANA SITOLO~15~SEK01~TANA SITOLO~UJUNG BARU
WAJO~TANA SITOLO~16~SEK01~TANA SITOLO~UJUNGE
WAJO~TANA SITOLO~17~SEK01~TANA SITOLO~WAETUWO
WAJO~TANA SITOLO~18~SEK01~TANA SITOLO~WAJORIAJA
WAJO~TANA SITOLO~19~SEK01~TANA SITOLO~WEWANGREWU
WAJO~TEMPE~1~SEK01~TEMPE~BULUPABBULU
WAJO~TEMPE~2~SEK01~TEMPE~CEMPALAGI
WAJO~TEMPE~3~SEK01~TEMPE~MADDUKKELLENG
WAJO~TEMPE~4~SEK01~TEMPE~TEMPE
WAJO~TEMPE~5~SEK01~TEMPE~WATALLIPUE
WAJO~TEMPE~6~SEK01~TEMPE~TEDDAOPU
WAJO~TEMPE~7~SEK01~TEMPE~LAPONGKODA
WAJO~TEMPE~8~SEK01~TEMPE~PATTIROSOMPE
WAJO~TEMPE~9~SEK01~TEMPE~PADDUPPA
WAJO~TEMPE~10~SEK01~TEMPE~SIENGKANG
WAJO~TEMPE~11~SEK01~TEMPE~ATAKKAE
WAJO~TEMPE~12~SEK01~TEMPE~SITAMPAE
WAJO~TEMPE~13~SEK01~TEMPE~LAELO
WAJO~TEMPE~14~SEK01~TEMPE~SALOMENRALENG
WAJO~TEMPE~15~SEK01~TEMPE~MATTIROTAPPARENG
WAJO~TEMPE~16~SEK01~TEMPE~WIRINGPALENNAE
