BULELENG~BANJAR~1~SGA01~BANJAR~BANJAR
BULELENG~GEROKGAK~5~SGA01~GEROKGAK~PATAS
BULELENG~GEROKGAK~6~SGA01~GEROKGAK~PEJARAKAN
BULELENG~GEROKGAK~7~SGA01~GEROKGAK~PEMUTERAN
BULELENG~GEROKGAK~8~SGA01~GEROKGAK~PENGULON
BULELENG~GEROKGAK~9~SGA01~GEROKGAK~PENYABANGAN
BULELENG~GEROKGAK~10~SGA01~GEROKGAK~SANGGALANGIT
BULELENG~GEROKGAK~11~SGA01~GEROKGAK~SUMBER KLAMPOK
BULELENG~GEROKGAK~12~SGA01~GEROKGAK~SUMBERKIMA
BULELENG~GEROKGAK~13~SGA01~GEROKGAK~TINGA TINGA
BULELENG~GEROKGAK~14~SGA01~GEROKGAK~TUKAD SUMAGA
BULELENG~KUBUTAMBAHAN~1~SGA01~KUBUTAMBAHAN~BENGKALA
BULELENG~KUBUTAMBAHAN~2~SGA01~KUBUTAMBAHAN~BILA
BULELENG~KUBUTAMBAHAN~3~SGA01~KUBUTAMBAHAN~BONTIHING
BULELENG~KUBUTAMBAHAN~4~SGA01~KUBUTAMBAHAN~BUKTI
BULELENG~KUBUTAMBAHAN~5~SGA01~KUBUTAMBAHAN~BULIAN
BULELENG~KUBUTAMBAHAN~6~SGA01~KUBUTAMBAHAN~DEPEHA
BULELENG~KUBUTAMBAHAN~7~SGA01~KUBUTAMBAHAN~KUBUTAMBAHAN
BULELENG~KUBUTAMBAHAN~8~SGA01~KUBUTAMBAHAN~MENGENING
BULELENG~KUBUTAMBAHAN~9~SGA01~KUBUTAMBAHAN~PAKISAN
BULELENG~KUBUTAMBAHAN~10~SGA01~KUBUTAMBAHAN~TAJUN
BULELENG~KUBUTAMBAHAN~11~SGA01~KUBUTAMBAHAN~TAMBAKAN
BULELENG~KUBUTAMBAHAN~12~SGA01~KUBUTAMBAHAN~TAMBLANG
BULELENG~KUBUTAMBAHAN~13~SGA01~KUBUTAMBAHAN~TUNJUNG
BULELENG~SAWAN~1~SGA01~SAWAN~BEBETIN
BULELENG~SAWAN~2~SGA01~SAWAN~BUNGKULAN
BULELENG~SAWAN~3~SGA01~SAWAN~GALUNGAN
BULELENG~SAWAN~4~SGA01~SAWAN~GIRI EMAS
BULELENG~SAWAN~5~SGA01~SAWAN~JAGARAGA
BULELENG~SAWAN~6~SGA01~SAWAN~KEROBOKAN
BULELENG~SAWAN~7~SGA01~SAWAN~LEMUKIH
BULELENG~SAWAN~8~SGA01~SAWAN~MENYALI
BULELENG~SAWAN~9~SGA01~SAWAN~SANGSIT
BULELENG~SAWAN~10~SGA01~SAWAN~SAWAN
BULELENG~SAWAN~11~SGA01~SAWAN~SEKUMPUL
BULELENG~SAWAN~12~SGA01~SAWAN~SINABUN
BULELENG~SAWAN~13~SGA01~SAWAN~SUDAJI
BULELENG~SAWAN~14~SGA01~SAWAN~SUWUG
BULELENG~SERIRIT~1~SGA02~SERIRIT~BANJAR ASEM
BULELENG~SERIRIT~2~SGA02~SERIRIT~BESTALA
BULELENG~SERIRIT~3~SGA02~SERIRIT~BUBUNAN
BULELENG~SERIRIT~4~SGA02~SERIRIT~GUNUNGSARI
BULELENG~SERIRIT~5~SGA02~SERIRIT~JOANYAR
BULELENG~SERIRIT~6~SGA02~SERIRIT~KALIANGET
BULELENG~SERIRIT~7~SGA02~SERIRIT~KALISADA
BULELENG~SERIRIT~8~SGA02~SERIRIT~LOKAPAKSA
BULELENG~SERIRIT~9~SGA02~SERIRIT~MAYONG
BULELENG~SERIRIT~10~SGA02~SERIRIT~MUNDUK BESTALA
BULELENG~SERIRIT~11~SGA02~SERIRIT~PANGKUNGPARUK
BULELENG~SERIRIT~12~SGA02~SERIRIT~PATEMOH PATEMON
BULELENG~SERIRIT~13~SGA02~SERIRIT~PENGASTULAN
BULELENG~SERIRIT~14~SGA02~SERIRIT~RANGDU
BULELENG~SERIRIT~15~SGA02~SERIRIT~RINGDIKIT
BULELENG~SERIRIT~16~SGA02~SERIRIT~SERIRIT
BULELENG~SERIRIT~17~SGA02~SERIRIT~SULANYAH
BULELENG~SERIRIT~18~SGA02~SERIRIT~TANGGUWISIA
BULELENG~SERIRIT~19~SGA02~SERIRIT~ULARAN
BULELENG~SERIRIT~20~SGA02~SERIRIT~UMEANYAR
BULELENG~SERIRIT~21~SGA02~SERIRIT~UNGGAHAN
BULELENG~SINGARAJA~1~SGA01~SINGARAJA~BANJAR
BULELENG~SINGARAJA~2~SGA01~SINGARAJA~BULELENG
BULELENG~SINGARAJA~3~SGA01~SINGARAJA~BUSUNGBIU
BULELENG~SINGARAJA~4~SGA01~SINGARAJA~GEROKGAK
BULELENG~SINGARAJA~5~SGA01~SINGARAJA~KUBUTAMBAHAN
BULELENG~SINGARAJA~6~SGA01~SINGARAJA~SAWAN
BULELENG~SINGARAJA~7~SGA01~SINGARAJA~SERIRIT
BULELENG~SINGARAJA~8~SGA01~SINGARAJA~SUKASADA
BULELENG~SINGARAJA~9~SGA01~SINGARAJA~TEJAKULA
BULELENG~SUKASADA~1~SGA01~SUKASADA~AMBENGAN
BULELENG~SUKASADA~2~SGA01~SUKASADA~GITGIT
BULELENG~SUKASADA~3~SGA01~SUKASADA~KAYUPUTIH
BULELENG~SUKASADA~4~SGA01~SUKASADA~PADANGBULIA
BULELENG~SUKASADA~5~SGA01~SUKASADA~PANCASARI
BULELENG~SUKASADA~6~SGA01~SUKASADA~PANJI
BULELENG~SUKASADA~7~SGA01~SUKASADA~PANJI ANOM
BULELENG~SUKASADA~8~SGA01~SUKASADA~PEGADUNGAN
BULELENG~SUKASADA~9~SGA01~SUKASADA~PEGAYAMAN
BULELENG~SUKASADA~10~SGA01~SUKASADA~SAMBANGAN
BULELENG~SUKASADA~11~SGA01~SUKASADA~SELAT
BULELENG~SUKASADA~12~SGA01~SUKASADA~SILANGJANA
BULELENG~SUKASADA~13~SGA01~SUKASADA~SUKASADA
BULELENG~SUKASADA~14~SGA01~SUKASADA~TEGAL LINGGAH TEGALINGGAH
BULELENG~SUKASADA~15~SGA01~SUKASADA~WANAGIRI
BULELENG~TEJAKULA~1~SGA01~TEJAKULA~BONDALEM
BULELENG~TEJAKULA~2~SGA01~TEJAKULA~JULAH
BULELENG~TEJAKULA~3~SGA01~TEJAKULA~LES
BULELENG~TEJAKULA~4~SGA01~TEJAKULA~MADENAN
BULELENG~TEJAKULA~5~SGA01~TEJAKULA~PACUNG
BULELENG~TEJAKULA~6~SGA01~TEJAKULA~PENUKTUKAN
BULELENG~TEJAKULA~7~SGA01~TEJAKULA~SAMBIRENTENG
BULELENG~TEJAKULA~8~SGA01~TEJAKULA~SEMBIRAN
BULELENG~TEJAKULA~9~SGA01~TEJAKULA~TEJAKULA
BULELENG~TEJAKULA~10~SGA01~TEJAKULA~TEMBOK
